inputName,size,available[size],allocated[size][size],max[size][size]
values_25,8,"{5386011496623727233, 1483976065545372217, 8646866141613299315, 1992497203214347135, 5314944649411202757, 3037993114661147271, 2818456610871030785, 4919855447855080228","[[1048708655064255322, 6999386270354065825, 4996856650729613389, 1946243644265238261, 1008443791139223602, 241777842768681616, 1937547918911186748, 5002741717865047679],[7068687978537099865, 4793618401987501502, 3209463085203669023, 1743437682589480255, 6591216866609200947, 4632323700123366567, 7420965844336981647, 1743830196000032666],[296733241232604583, 3413801955282269394, 7574791706247833118, 8592295365803832684, 2377308848626459250, 7722922033924790383, 946461124708277481, 7599832848912007601],[4357696047608763352, 4601894594921446637, 4948048979613245426, 6605711027124347771, 1729605444747888968, 7418586822445459382, 2248559095509652031, 2872060802073841193],[1089371041025083784, 3213267882444528061, 9120499116507224717, 5386828751405442482, 4646040700349093991, 3471535233654993137, 6278283695497420504, 915758545287407428],[2065172086103661449, 4987849585015526281, 8217500748822882804, 96290278818723039, 2627609553818308511, 2830376180691049085, 652976582818276055, 2392872934172934174],[6267639579503986752, 4505103606827629944, 2251615400252767003, 4237903577214308424, 4386371662143781489, 3320379712423824719, 4332687375216070449, 3800304536218951957],[3487549457414523928, 1857538704416397500, 2966998028936030961, 4435947201228108211, 7499849114773890555, 2501128910965511403, 3171269959287840226, 5253230134514247797]]","[[3993058202909967486, 5921218211579197536, 4192479883318310586, 7109880323336462009, 1170350652729338111, 3872562541693477655, 7845186785970899956, 5497005572867898158],[2375412697058264340, 3215491521060960270, 4256552294866894367, 5474998460299962302, 9137560001952537870, 7553593406508991069, 6889826479129077607, 1632002634399348347],[8492059914231131361, 3610972370621510144, 3403255086570188106, 973561286203901992, 1303141959663417305, 1896706659156927672, 8816542484764843514, 4800844027887382422],[2502596218216495673, 718271644157130057, 5878421530843251163, 1179199515395213205, 569073991296945887, 3122683989608409335, 2909641265110675677, 8959503493710164722],[8990866858537443607, 6722410242052370018, 1145743807952808362, 8163554831532734477, 4451977404551269237, 7862319733332409691, 3018207465646649164, 6971244939659406293],[546929594348344979, 1939097370273000440, 3325747254993014623, 7340759371869770910, 6553686132338041737, 414985213366094382, 1987413793954335781, 8594002895954121898],[1900125447412650455, 4067777182657566406, 5886191642938626833, 1079810160560970209, 8349304879203894917, 1088233849935827181, 1421080161590106132, 5693137903186254654],[2412470294981696660, 4765595021641824472, 5338865786264703469, 956396920893862102, 2860688419338778738, 467346724468905824, 8408469588300622548, 6508735133658441517]]"
values_26,3,"{5154867282879331853, 4089331262941876968, 3459683279655252836","[[1254724214898028481, 2593711603290678050, 7191355351649003712],[4533410290575757315, 8300189500994973725, 4495771428441271515],[3812637296120912392, 2940626812508753763, 3355581172687909720]]","[[6891798615074515736, 6432134518691125225, 3927799793489940074],[4186997971343014658, 1518367798009566974, 5944112245869298613],[4635023189869005067, 8028621359680799736, 1903622344844763927]]"
values_48,6,"{8732202938751593485, 8742455957899755421, 2647548078058599959, 8481642644817228978, 3734259865402392153, 6620784292854292403","[[6187789315090393201, 5235815404423554261, 2136278625773907732, 7598928134145002382, 3579784117905801186, 6989747059039495252],[6597724873336128869, 4360893021987322584, 8217019451553291289, 3577018854852168473, 6776827891164405076, 7398345082926622371],[8729146608708413948, 1993656645396799486, 1234836730737630026, 7966665123465720842, 8511948045818632000, 37575459216954651],[5242858507995912687, 8714825576701514257, 1897507887476720991, 6345567004779840060, 1967910960608535966, 1667423916181900118],[3775250008622887587, 5853977341690033246, 5997620657816060689, 6511030267641506367, 7894803318879647343, 6400937184957576165],[3184196556038407544, 3437553520180959298, 1397504868400904510, 6997610313570608836, 2324476709519869468, 5685753602421392995]]","[[8085735667717802067, 5753716518340160080, 4721014010137232994, 7117964994656818128, 4462075379712555191, 5583928757559506344],[4560650546273764257, 4300827981371881932, 9102334843000397147, 3853703840543454028, 9014079067210487017, 6173451911305623318],[3498153367639122983, 4801644561074213926, 1705700268175982838, 9125873576829199399, 3790337172797160855, 8625125274785566802],[4367514119658475454, 941575964295880589, 6817695328653100764, 3644080385845041503, 2831316266861636493, 4696375192812973575],[6736429178604006572, 7587572468955411763, 22246486845150944, 2941473330777035011, 5433690627640848960, 5641752983202549771],[4571828039610978287, 2520196003138727527, 6665716096208064710, 1805329992190185414, 2322639261419254735, 9079658924996699136]]"
values_71,8,"{4261324611856163909, 7054934749381853064, 6739061870629989987, 7870246364961569085, 6858306346696232759, 6328271101347312747, 8130240487690438411, 589036975808823439","[[8001434405118663055, 3061034169263521659, 1002909659856360773, 4932135048706766788, 4849889301010011792, 7248953748525709389, 3669334784540775013, 5538206375928937799],[6514258590376713699, 382890329167413035, 3236722300496640506, 2345288947617904611, 842015217486272460, 653931429737949606, 4686703192837272759, 1832802186570935752],[8387894762509351840, 6247385291786329356, 1953943354942962973, 7481998768142886478, 5706712999802804586, 2302231377213784019, 2447302833861972102, 1233777194581397023],[2365044844933091830, 6480184675844010712, 78296948392440269, 6884779321973791850, 3254381812246214655, 4092204259562453113, 2806621711075443507, 1391356149378162642],[8124378145137450378, 1441467455071471014, 6200774840602067504, 6774494248570083212, 7288289656899840071, 7632975976775879326, 8578314167000114787, 6585230342460247241],[3532547595980105910, 6093239886872064317, 1422187048968455070, 1449493749659879563, 560822657740683977, 5485673903002854079, 2646642780159275078, 6735446901398956805],[5056070292041136868, 3170018863820801455, 7118154328477015430, 7560023559423512568, 5444832633010041246, 557260371927686922, 2256160155093375442, 3738819689331110789],[7141031210524550802, 7326159203666071557, 288463557222896945, 8676143518590213321, 7817963494131082652, 1273227341958596323, 6716951455218221531, 8464855961099757249]]","[[1521873909709558488, 8273069530484387410, 2147424957450790046, 860889352660603683, 146840515212141599, 59356314023704618, 4163320174369513118, 3066748547747411618],[5491565248993415879, 6607644757380936085, 4426599364439485874, 1279157734925171957, 4762863890415811522, 9051354855201426514, 1834386848347845275, 6378640801260006085],[6481339341950995173, 101274419428666988, 4712830921651929583, 355028499004371101, 3197001240042837178, 4041319790412511359, 6576935880212533735, 491031057920465559],[7679740314027788319, 1634114249224345283, 6748836975723431352, 1458677804390078528, 6685164124085434733, 26261974495741868, 5218775950427724345, 3971521997076077400],[5879691076940016435, 5423772634253936797, 6604689669567369627, 5968692788926465735, 2760927879886366000, 3938113410867388267, 1179194623965505843, 1555722190829377053],[4449920976328020198, 5413326013153102657, 4442112824766516130, 3200398637947873182, 67739111655971809, 8963488534209863788, 6039576009157375836, 2896958169391735468],[8622908044789408502, 3814856237023043617, 46549367811707417, 8559182963965971401, 5546323218367507271, 5761454782588850864, 4379845858914416394, 4457027456334904452],[8155450475047759794, 1111787029669974402, 7027778933791617573, 6052442825079404340, 8743891219880294379, 988501859450592023, 8243778018346479171, 7137725050499048152]]"
values_76,8,"{9111080338153831907, 5516971452590846529, 8557752596600816867, 7616436543814059235, 898556233444336754, 5502025377513044425, 3534101126303270455, 4114419298769657153","[[7834161034158142457, 2625963346943927670, 5068794358683347584, 6502938730698528097, 8325831444688822899, 498399801354407431, 1394928003737385145, 2034641054150209673],[6559523628769731228, 877291061750696526, 6016602505472477835, 246943289224837251, 5731650920746690582, 3394678506604525652, 8489369936819511780, 1188831843111613982],[5592686413752786762, 7049898004571950777, 3489165256703886243, 6110070164908850924, 7532303611084506067, 6561524462765372033, 1748446993617586783, 2060707776673630032],[5194628401072685885, 4646625062226733890, 8047806905131646942, 7722501793794929749, 7383151847433869800, 7757043129761532333, 452804182624821646, 7573769227247625651],[8811998713993451155, 6347748165906422517, 8805452422127589390, 2875784157194876318, 3154313484580346265, 8181370392927528527, 3320664396909475696, 6536962714077349832],[6728745639804342476, 4056493435467582837, 1199186997000821202, 6955781115562365344, 8669959432170427733, 311772363011165374, 1160147703016063358, 8695694677161720960],[1085005232095769781, 3357663475028873585, 3087603173547767492, 3391012060674169455, 8973307314118384779, 8553580638666695451, 909169669997354479, 4391363047632377411],[8603730140222817057, 7059941617221656837, 9045465538185922047, 580340420002775365, 4979838945712078540, 7894730044252040936, 7177116412545078249, 2968498300657922011]]","[[8002940847702008141, 8064996899119901688, 6600194436891562974, 4230222303864979105, 7891253832261446537, 1306750447287454043, 8104373638920748070, 5307246737596773812],[2801913253067008469, 7348064206376727160, 1229016925915434687, 7120817992474020751, 7185635028446032952, 4900243524894415411, 2846414370688722210, 4026215810922488625],[795708578574356079, 4927812138931545121, 8416977099516738466, 3475779196466296771, 5552466418593446848, 4810007534555946513, 1904757535023702517, 4276838705337475517],[3897247174915533602, 4094432508572958411, 5611612338213687914, 5707088790225500889, 8378216113216645615, 6647466695210377488, 3603754020593679942, 3510335208030017526],[7757696836507984887, 9104407064685037666, 8617875200710087384, 8692986250673325704, 7787903312744545505, 9098400491292512208, 2934934659970767967, 4598746692298999340],[8356241561162866767, 7547293776000584694, 3327840849044031795, 385474149953578102, 1423317054199890322, 8589035097802425630, 8999345256250412518, 2460609818041088841],[7719470866177040723, 3885750297735804832, 8721121062419610483, 5489386547130009957, 8512459248794716881, 4499956273685204056, 1556269054043322473, 664022728258638553],[1501577636147068401, 631487880357235328, 5720896824136337502, 3875241493108911970, 8445183582060639839, 3063200034555225221, 2736881866290362110, 8771792550521081074]]"
values_7,5,"{7288691924095464578, 7241328343064288270, 248777439839732658, 4949546588172754612, 4296933535668836064","[[1785030101603395875, 6285281362591854203, 7284552232434000542, 5054348631678245869, 7464569036699347535],[7808366836634855908, 570868136351630737, 3195643705075970433, 2342665937306903220, 3642852502525233027],[6140149230189468803, 386149680602883702, 3800891048388533281, 4302276726236030124, 6391931681117895568],[6434959046212819741, 5939147891647839774, 6144130249402549252, 7790566710250952927, 7688409765560153037],[5100181675721514415, 1479487988633845884, 7598521539987597529, 2296165935561943935, 2569817046243457208]]","[[3880274630427233347, 8936755123068455529, 7703288665957263555, 5503377397391773901, 927646732318048818],[2575811826012089869, 1587678606474630838, 6176743981358093275, 6621561684583208053, 7896587450176292561],[9191437448316980597, 2496380497065942656, 6430497055047029600, 9089418217435893137, 5987949511297199872],[7951494702452582898, 8185192455834810630, 4219676672385903908, 211215785996079829, 1907738118402221772],[2769175073610768260, 6641328856329620797, 8251074665624491490, 3120031581573614952, 4492251024006332596]]"
values_50,9,"{1141630349555703302, 1927345511989044463, 6453052783864632371, 3575300044112795596, 4608818625246632926, 4536145381933343038, 8157602767789715751, 5959687581411804001, 4897873576144385330","[[9221365208252828914, 2037741742818700159, 3219667194056405173, 6029448577425143838, 4887278222720402421, 2171694137895282941, 995829972570666574, 9064003719519476492, 4976180673005003688],[63265223922152683, 6779554131201032696, 1187353256156166281, 1988280836539932244, 3449228726647135701, 2721870922766950955, 3956761453720542569, 30957341531175425, 736234158030121458],[3084371414242103605, 7318687203291732331, 3069754788807971221, 1705243483161188522, 7109570653771733720, 2316073174181401868, 3130580504125550408, 4452350207422860364, 7190551845559509250],[5333587505795674629, 8385155189490500066, 2736683263198074842, 6639842285439657758, 11923529918230356, 2025212683556621942, 4741212657452963988, 7846767934996615337, 5028498259308828960],[474120977022086482, 8987076492768252288, 257788945690817204, 6901313609906260344, 4993365365070713988, 5430354236118667266, 4700368087332855543, 646557715276073745, 1044666333757012944],[2128093458578229621, 576040371999715282, 7580173372667219645, 3586326073130329014, 6677865107192251678, 2741059379243828226, 6998330404852199566, 5890979770292340327, 8148345549045174566],[1466868100188605095, 8106916762678597981, 4783434503728388151, 2001787180528915876, 5636357362910327281, 6040265678968843911, 5670526203137927391, 976127045946074499, 9006084850528677054],[910619793265514522, 4615891451348906847, 2915430059210025622, 5912235924139438264, 8178444525697151482, 650673431136632570, 5219611919244853705, 3045959879391865417, 4465932921935023582],[5933698438334449005, 2057322564979731757, 4166081765391534737, 5766760730253765927, 326932093696173063, 4178545020771079041, 226969690880130384, 7071768959905654232, 4016266580513524106]]","[[7283319059583378062, 337862076393684742, 6513045309099424014, 6073610421844854304, 5119304816517259230, 7989465948437569048, 3948721891607644016, 1397949287682108317, 306285584614904214],[667200217208648007, 3295793404044961985, 1011540334980440193, 987640639950964566, 898215427566598780, 7410549723317887898, 7000680385752256323, 3573082016380796906, 4863924651937658687],[7197236963854736227, 850686563652615335, 3320715801318664497, 6618112241345337154, 7799195461451350973, 68268275615485261, 5026416773191924673, 8554723781406799658, 4963880845851981116],[2313081146008369543, 4465242711842489658, 7209594524396383206, 5042980735042504679, 9163068219907779565, 7131276791769877904, 2246028718053591083, 1063095299119553440, 5113989584081706018],[6365394650001828588, 4863292732178066630, 6897484396324694200, 2265341957205310972, 2221790335774870937, 2562530454219588100, 1702267973092178671, 6984202034480761232, 3389795333601234775],[8613522248808217253, 1444440449123301083, 5726018267052111065, 6479962544176724919, 5833930885663758900, 3634146983620379616, 8963316664722059061, 5896648938938817776, 3245896912729336610],[3371574069977248813, 3591079418261520349, 1968488350257461173, 5028380460972303072, 1943494887584055103, 4262102899568864967, 4499623820577538579, 8851089359244327651, 2883296551388812563],[2360292609926129512, 5690844663164921524, 3880829251076094171, 1845713558162723175, 3930586582305266571, 2390907419462218446, 2436013654690432407, 6319948743721294319, 7188151122583759786],[2910789760515723770, 958639831319587020, 2143584239797077878, 553916216635093344, 5221693616081466563, 2027745885411735110, 7402888360567589577, 1324988832060223720, 2286333754589873285]]"
values_22,6,"{8676381206272726226, 4127906177677559822, 3611904747140651896, 2963639898958170877, 1605103973502442671, 1165989101978421347","[[7143647755384096376, 2546358883815542620, 6678261102542948084, 4065245824288262889, 455620513168677164, 2981314703114840607],[8492734538841885528, 1558080774009188654, 942363619730447321, 2872791206317927253, 3660093471843718557, 8799098872819228707],[5586691919789530916, 3221739850189602079, 6870839688097569808, 5305790928166936964, 5898040639864480118, 8924514599168562371],[3052912888597363680, 5868374883476790299, 4608682307103150162, 8213690986158922455, 8300950616061618083, 2526678201837547290],[2430361333506454046, 3607145760118179184, 2026727729038820703, 2473246006353221322, 5669795743126185207, 2818340690502678030],[4704321270260852205, 6222463766661356966, 4100674423823563626, 4190324096857679812, 3840553630288741112, 4521846653963299656]]","[[468277292857394915, 7150310092510290244, 7508871833327759388, 4404745716139228260, 6497238344938221911, 3039612475897799902],[3818631288106802060, 3183215759070134911, 5880245201664908213, 7546825891276980608, 7498451650473076025, 2541639535501930820],[7417191771088182394, 836550219246456209, 5908570748211903297, 3058571469512269605, 7664935811429252952, 7052745843129276829],[6639662329282703061, 7167009988409042091, 1107010880835535450, 5581314675578999368, 1212048081585915767, 7156830843024328670],[7848697638332555461, 4039416754611160542, 4597683806735718979, 6134287006323449749, 4342547466514212754, 7195202533119894955],[855598023829917893, 944814589507019242, 5044657820665864828, 6999826385949950185, 2417121437097941758, 3513064964470967136]]"
values_4,8,"{7201426280510786524, 6579498442124752117, 8569092815574286566, 326109187424992724, 3106994180185141945, 6308048450312911070, 1681125617576622024, 1663077456153525601","[[2948653391814966366, 2112284649925130956, 8461631913985656193, 7004197687414690170, 4433270147075740529, 3202109691324080207, 7365343866908600616, 52697743080575574],[4379254614749461711, 7948955387850631440, 142270512902656000, 2503420784194230848, 756479436084825804, 5227742452452883507, 4739953745703175103, 2552708018192375395],[1522565414632030056, 9148749657759187377, 3097242803136984383, 513097163784857782, 54207020219458408, 6951087498951429495, 2657428822633796655, 647485337462461097],[2819850564744696789, 7170263831312770992, 3975560484524025619, 6263011774700719032, 6085229598545155777, 6566712056185436196, 260958236112480896, 5444970047664013090],[7813656896298590331, 8585063178549767474, 5903706379818198665, 8825080618491503642, 5621817552135878213, 7188537166030537286, 8713146307210611831, 6551839406908315782],[8469211298663126031, 1306267542304174141, 6998282391527759210, 3264262170391439850, 8478520143921565940, 1882198531342149405, 4718881215598962498, 4433580006466946030],[5114017302144584143, 2282770887448960334, 1800237163550200239, 212930743924724261, 7170688628755666804, 7106835207392272062, 4201429341954630116, 6545467245354628273],[6836892789443317984, 5770418699549531971, 4356857295291904846, 3632801236228693878, 4728671294981035014, 8681333278424116499, 8903130077860657939, 2609683857987513055]]","[[4952608798379706865, 8984586423157125326, 987174212872533790, 2874876135981782670, 7126194917586059017, 5211271630919972880, 8408959084126310570, 633088227777078972],[2339760609486060546, 5805494892245947895, 3522329484120403718, 6034090122533380419, 2322243655010368579, 7398789025311307156, 1322963806135602621, 3381954802400152854],[5942152688004461640, 8590262339591756673, 396685467432491734, 8081802078739717470, 6003910733714181128, 5770529672686327165, 4053981568587618321, 1413603730134380460],[6670623100564208059, 1335088999534559509, 5448325486598831408, 7116853994789467170, 9040981497813815210, 3310217594734681661, 4971306862232318309, 1614561614407723372],[6505962559558507703, 5868477449600961802, 6826017039010502102, 2146196639049016197, 7207724534943135879, 3128056631529813112, 7747188218488918203, 7423798992496326871],[1178138468182171825, 6033635701433077048, 5014026923308699208, 8494432653197537457, 6521911376321690709, 4760031538471373479, 7977225240903368391, 8042583989935767824],[8537349406071095600, 1853472412521782494, 8665590803350909839, 6158905161775633218, 3666372523841331642, 6841534565383514810, 4561968755170412586, 7972845108310708451],[8494057891989944823, 3044263703139130640, 5793872863814449095, 2457565791513014978, 5245553717971443635, 2020828702703303899, 4121600648006917662, 4953207783796941712]]"
values_32,4,"{7981800740997699294, 5687227903577860261, 6076262708084003223, 2512636050512559118","[[130256948426536334, 2859798962719984588, 4132018957613686920, 2346359945522052594],[6031371690533997406, 5373000336286719282, 5774128508313956064, 7515424380343459778],[6650037844236608108, 3270842504703961356, 7610396777564957391, 1161097877115727655],[9099030641457060131, 3189296719983655718, 5849265139228859027, 5504888093186221605]]","[[9202622229094411253, 4694549043137743161, 3661033957071991365, 4822330813969778957],[5016822978279492841, 8195018889457789521, 417473680627065145, 1130748372232114203],[8015014093533228577, 6760937648303389956, 5196709265526703293, 6186424360972258779],[6176465674727857116, 8957168466529908813, 5179127287810022926, 8658978291687311421]]"
values_77,3,"{336797806943206566, 5409301104990170986, 8675754992955263940","[[1593158173295386428, 3811295996539542169, 4105087372578915534],[3889561337322254479, 5739258120700668478, 3626946336820534570],[4711221028178284530, 1534249479777051269, 3880097467608713300]]","[[24586583213436935, 4830375870335974338, 4859726237222757947],[326481016738307644, 1325857671542627483, 4078696266043278325],[3767284031528076599, 5699876814573056393, 8368805021228328053]]"
values_91,4,"{5746478070073751184, 3159242090686662822, 7074455895215640368, 732316217816781094","[[806771583309499913, 6976474756861576236, 6594716329407866683, 6973606799753049247],[1269058099990229587, 3810352915285812447, 5977810296253836809, 8978660323289290499],[6005235431054373007, 9057126579862818003, 2371970862408134944, 7576563939329353243],[3029798458510524144, 5657181716594239576, 1656155664306294925, 3017579853407792635]]","[[5124407263389994319, 1630361841389136591, 3358651823581845005, 1055573947720167854],[4671185640105287916, 7339885678007229654, 7943759377704927049, 6389529243321360966],[1018592909972019865, 7907501394260469129, 3750183841662094610, 5300178130022159223],[7244878741869297259, 9049999622162269085, 3507174461369614684, 792867569731810254]]"
values_42,3,"{8761625889875065634, 2145097302347772848, 5597870885845736203","[[54723947289375892, 5894904789559095067, 3776630532430492645],[3819873331112536506, 5497062407443396847, 5082916915212005581],[8346362334232198626, 7671155291659027379, 8159250570178215819]]","[[3767347949620321478, 2259724938525482279, 8178799080587380933],[4173664856673021187, 2884525902582206744, 9109401772268061585],[2452038603490426652, 6813219977546996610, 6280265972495348856]]"
values_13,7,"{2041561404997298391, 2228872922460880694, 8173254224248813176, 6605879512531158679, 4485872457253764207, 594316681355424526, 2066427901145731540","[[16521300504254122, 2235134383795574576, 1059717596840140015, 7793458369429935975, 1695915402002470187, 6247262368594056239, 1935556750560211008],[6800301869479158840, 4378456662052271241, 6067272430644739474, 1071207738298561363, 1608992668292906962, 2947847816274803772, 7072177417936584925],[7419330581137843571, 558420670164107356, 6612170669693999449, 2488069678796754685, 8296593290045622907, 7362603959190596453, 3300705843279571065],[1042670617066227285, 8237008122166135556, 761462820734990782, 3085886922751164240, 6892277569051216969, 1555299909309530576, 2673245614607528474],[7864028941165526003, 1679523518016748623, 7038907052380781254, 2888561087207207151, 6583200221473109676, 5078218640862387338, 4770907220609481483],[5558104281451305350, 4519119573299287897, 3304782406621050769, 890863915774806621, 5098248275992564730, 483219772003678779, 3273659783264297861],[651871040425887157, 16394167632197054, 4839670631799014100, 6517760429145632852, 4683204873208051619, 4758151021149428125, 8671905461724164871]]","[[5161856252546878405, 8706208822060672220, 8030631445997423518, 584747129381564749, 4871556851234457301, 3987287168582835902, 819778203787358972],[3501946523936145596, 3991647913141619304, 5312994490354148794, 3830946965565110762, 7453231137143581857, 446577390819396600, 529888879126464952],[228706784981906327, 7959042900369550822, 2195635048917146946, 7674308068345234871, 6687628316240347140, 7475738445988789238, 2438678184530805406],[4333466528597508722, 304960355788416015, 781061661868916432, 9083563384420642073, 2043618699558069023, 7316762679099074444, 2009751142104826931],[617297685197840531, 1883603261664873226, 3015278937369162316, 1148333516210418720, 4079626728887238081, 6596395899581636116, 256892469585812819],[7546273271089539221, 5227989712200696817, 2629011569539104499, 7855884159779299235, 4681314371879497943, 5800262443174857605, 1953071331051053300],[6684786876786498773, 6685489959959283453, 7444976458105071396, 4315942336495694846, 6971277809268310546, 4973761333690676215, 6204047400433795502]]"
values_41,2,"{302560694035985405, 5305842145745839412","[[8610984555279270355, 1978388979388354044],[8882181083675968820, 1915369660879746]]","[[4782889705331723466, 8956625572852910913],[5694991833459620946, 471444236597554031]]"
values_55,6,"{2153202235911194750, 1819910675875791626, 1002950066946313002, 7867315604373526589, 1418595064794823072, 5200956669409164622","[[846481175101849812, 3376296423347845130, 3432078043731436035, 2125757554562514583, 2559070467176963761, 4033981015836802085],[6376137811440441299, 8909108549468258536, 8308445765172985700, 1832872382742455516, 5899505988986483287, 2932601792132456222],[2842766348305525306, 8346213914302062402, 6978211414194476526, 3658221941572096878, 3954054222865574320, 1771500475770875760],[2597795741169395744, 2187716044254382048, 9199454680871652157, 6627416718421244015, 7651287608065818274, 1468928061199798513],[1356774272387485849, 804996630827328928, 1392641900782061696, 2689171463588061064, 9062971409951660922, 5544873749058299813],[3112483068142117202, 4631076486862547661, 7383744320583834590, 1312745024259832989, 275122690169662517, 2045955649654722415]]","[[4909991668701806861, 5055680320068799648, 4252719395503564844, 4993667085313499996, 1608767922888275172, 2462128679513146121],[5385095628086132425, 1665345989851221178, 4456163184996933925, 8448362760055531600, 8274268359403207033, 3000909051177696077],[4441515547573374018, 6598866150772445570, 167211920229612932, 4890407664901633736, 7266141636751048795, 5290675448018608377],[5913635999442286972, 1150672957215660595, 8037726666376550692, 3059845415801297454, 2707305894083678983, 8059986717776044937],[240389765465694239, 5011207342649484897, 1799095087811078217, 886116520090740414, 2950543563156404060, 3648761801923617274],[3865657496773697359, 5608283114014495335, 2304908311729654518, 8547289181441503178, 7895354870244046886, 5853155306046475662]]"
values_31,6,"{4897184319881870670, 8989241098109673252, 2295652468459744388, 5596836497441723891, 8012533054567646247, 2977472444163766605","[[4909753217595846564, 2001744391119407866, 8589998143692197695, 3880394618837317767, 6469588403860179940, 3602600239535342626],[2450390117775573908, 1957798696964008321, 1282128054956115146, 506466692178450667, 3495414601556628314, 3996582688975642228],[1734632017369275771, 2028135330446021219, 7389831511651030681, 3274658201589217957, 3683852109435840461, 8560741111096484649],[7450745516938221859, 330204563140551379, 5525968489883379008, 2110680992947571564, 4034584136541131880, 8381753098805543972],[1720778682027666088, 3535282973772452227, 5757486610071855395, 181354833980961587, 1979091161873254386, 2770934648806595667],[7978405890537199604, 3868074749432093610, 2867074786506970805, 7530900277580141169, 2144334240767827228, 587063766376852829]]","[[8444196029839517908, 3364193713771813814, 291566259844435391, 102628451563778701, 2280033463401922370, 8153467527613318136],[7763208625315420620, 4555268452568917205, 8252312951568570195, 5690624154733407318, 7800803097136204820, 3507898729631964341],[8999169782565514689, 2800161844914896300, 4077897570889386708, 360720442529050504, 5261761127221489884, 811388403665848444],[961204963680086720, 3213433630074947988, 8078762394396706418, 2300378218619559061, 1210531697460068182, 7869002588643810192],[8248595051811197243, 7859139668659365747, 6639210100120412064, 164646715261759801, 3797484453210511122, 2583479907607513834],[7802126277690945309, 860430533050313200, 6765404115806297141, 9109375147432448100, 3983567261906634992, 2978385801715597740]]"
values_66,7,"{1459664123914417963, 6985192055814835341, 6720331329503461720, 1041941649484582057, 1331225242857402918, 2452791939341196810, 327838129831087709","[[3020530323117150401, 1355599711052312760, 7760686875482368841, 2745327457727687690, 6307880133696054204, 2874067924142231008, 9115765594927090556],[1528591821641552254, 3414709778129804954, 1320779818375434689, 2425251838546080167, 3260140485520752663, 2411707683909327882, 3074709022087688469],[57570783130731772, 1749111449482982170, 384445152892500890, 8265553250291752763, 8189175377004944077, 4806307823742265663, 1177186580425491382],[1256966363989512302, 1643493914950546106, 7942907726332537139, 8558785445239414411, 2611363452845298164, 1206021262918430506, 2242150723604297990],[8615979165644875814, 2109564055872259416, 2646381998868615759, 7666688753742844512, 490703008319237877, 5644670294421802808, 3653860778524097243],[844651880391647907, 1319449019665629602, 271933176111314307, 370799180918233413, 2125874888610007525, 7192797411009377902, 8196966458922271200],[2237950378255476283, 5737295296922264389, 643127631192412897, 2796456031458691257, 1438901085995385690, 5481660946848090315, 398192481663574691]]","[[6605414333971005065, 8300091051611073799, 7242237679328995896, 7158925929663309062, 2876689382615602440, 2421810705708857341, 4988098526892498762],[1511115972036723999, 8754891511151492061, 7173245489754427548, 6672661172445622620, 4815586981974901927, 5759805456317941953, 8136800355733313827],[7871386615414144996, 7304841561575377120, 9209521428384806096, 6553296012344030500, 5391728026150818038, 2469874552398662419, 4930097007654654490],[5652112445457674988, 4860458745371417988, 2573029784790026715, 8512216025335042273, 2659267828940939867, 574333764524857387, 8033268366037735239],[2042437461889994564, 2948659316159869580, 129116191137827637, 739570602332081115, 3499360088916488470, 3421289908164557820, 4034106488705247506],[7855206591954012559, 4464225766837602905, 5276165425241293281, 2548270181483547628, 3342909116687088274, 6312845221663407193, 1252160483798570063],[1137959559936408008, 4840881686497330741, 8607202303556610559, 6007132090528618703, 1137799113067739876, 6855756897438224049, 3449735947800436292]]"
values_65,2,"{6481199081412242609, 6192157566320984654","[[4500534544288888111, 3218828102267305291],[1222422477362282939, 7670348703377230311]]","[[3016648797597981402, 1414222352226244803],[989147926646115609, 1556027148160544595]]"
