inputName,size,available[size],allocated[size][size],max[size][size]
values_7,5,"{5195293234059854220, 7169726486243842567, 1156347482060860060, 6498153460026882732, 7239711766171217603","[[3271385207535793851, 5915455093224798053, 8314851690048748151, 8410097512017722654, 4262028283520013203],[4328796808155311281, 5678000393802858529, 5923747072577346597, 7535695462151526609, 3624018971139950098],[306862716733081655, 1930395178739740380, 1257865493601867120, 6308021663064186483, 4439974251921464736],[793313550100306072, 1675489237448410967, 1760878081389538433, 4280930108512122243, 876668147872331266],[3899713562977982877, 2875003211262390635, 2690402236772775616, 1362874906036881253, 1265547085923638633]]","[[5960002020918771522, 2875144206653510496, 9117621031678408231, 8155767903359361258, 5730045396930610030],[8573687768064607681, 5071680685287819844, 7960483271296158457, 4068861008954272659, 8653314516857631943],[5270609045176064389, 7298145787653351085, 6600712681062747347, 5757945932246788310, 4226003344173549486],[7235780282708540845, 8930239038253294112, 5614971322960167700, 4509926408497280077, 1346429118067573748],[7145391801666641545, 7130344984874189948, 4046317454897026972, 1741587520391132355, 1282583588641926188]]"
values_50,7,"{3562243219775235002, 2222165107041104408, 1974800634151812192, 1660785895970556321, 9003157669150122858, 7488631111050548696, 855546434947307938","[[2309420696861929556, 5749839406190117938, 7302147339276149925, 4685912589424479155, 1160707246678088612, 6777628074440771688, 1707795982875635807],[3081934775102542968, 4488313656354548543, 451366961469369189, 8398085773641388247, 7990813176926291524, 7883350023107022734, 6340023667325334688],[6817135551070440454, 3424735169903611533, 2622332124092160573, 2352290734504909656, 2876220698016822154, 4672376800023618038, 7404594951502307998],[6785557221247136779, 8745500312141523355, 1402772890174032087, 1165599865056069910, 8789905081912956835, 8643284519513073001, 728915224642032917],[1764013554670177065, 6374327674224464007, 2530519119883829442, 4427245183429222348, 2266121456512626923, 2952054016304618030, 222524888505119278],[200803854625031973, 2758399693610460052, 8143098972463123683, 3573597281804510908, 126451351256418405, 3085407543676611441, 9093827260081239439],[7546916719447401950, 8530747544330254272, 5606707975371078787, 8312671965369840388, 6946523183700110603, 5755549446426836487, 7900274950018725598]]","[[6638899412756232688, 6117591095532904086, 812383711902959915, 5138757374657464063, 5266829443997344714, 7144295077375980956, 5688186126430566795],[397450142275643175, 4594878125715689643, 7576192056805557191, 5910730670899437204, 4107565833224068512, 7090779160530716651, 1031356232166442304],[2395059506172224257, 9102941977878599379, 8169692200954529350, 365889493771825407, 517985431851576578, 5640739635696371580, 8607925358003704176],[2367254923001127617, 1783776004897962411, 8007580077531772529, 5157669280490062844, 8680569623289569165, 2448662801335693956, 215019023247240304],[6798829848981636988, 1472163656185630178, 4639184669294006508, 5065928147736860510, 6043770808347188223, 6485011844995507261, 5062458521739212152],[1013358289702389139, 1239285047432276730, 4201116490308885275, 1804304147293826854, 601526384279708302, 5445284250554516139, 7441806979743438416],[7096952232009731227, 8571553658637406537, 8227287323303687399, 4305884260839907252, 5711473953923787675, 7448318502908483230, 4800377051004123222]]"
values_22,7,"{1246991886310887175, 213177319372915913, 7606103728079910175, 1099031735055648719, 5112884186078256046, 2261204907824715694, 7265057987135118084","[[1023573074432123431, 7195046444935866108, 2723386188383613894, 5453581882184735086, 7703076448117751896, 1967592137639535539, 12406465825739744],[9173586343179204976, 6810898487760528448, 2958999230382853821, 8851676939642299787, 3228566110161938342, 1322296682628374491, 4532733643067735843],[7809577514271494070, 4615585656440283214, 8870388352255250275, 6780881155487899388, 8493745224470109686, 8852015821843754849, 3475223673214214786],[6066504867006761099, 7686217857908952942, 1146791542929702184, 6105293239354245883, 6671355063351423626, 4942986062658557528, 4277710798641016208],[4932035142035210223, 6468107171818971084, 1062659962995835087, 7966362189221977540, 5491539624143736543, 2054857053825760754, 2401783909625226230],[4233323154832883105, 5755488011196546101, 2561105406501001345, 8619600845055773053, 5342682997349982609, 596738826845904130, 5539551263392397710],[4450621968273700202, 1142266383339527577, 105894061400383840, 1017253651496202189, 1563094471057019182, 27704005062488468, 7459803002445222198]]","[[6140605886263381384, 5696241584243197263, 6518993172675075898, 9032354671214032694, 1599703539568083211, 6803150534545412881, 7225983967991943884],[6913213153466812792, 468509743594664511, 787106292873113067, 6499478040348170605, 1633672721563088717, 4583788268794886368, 1548274991203588696],[2365475364359668911, 515177906405546696, 310343393165834985, 4885142240200044168, 195032129850510688, 6995771187752437458, 5080246120403915804],[6876955152548923661, 6619807806020634747, 620728633235771241, 4756778679647841516, 4815799823110558361, 6875597315926029462, 252952002765351655],[4633082619503399586, 4757786086444419116, 188111624596344147, 6009355531960750429, 6940420457174937855, 2430522320989978644, 2357135450973331663],[4325368318469262306, 8540161862248613111, 4603386285942824542, 2158816456905029765, 6554556098770694593, 2149744188981188174, 7014831414435206203],[1618645392468612106, 3055432889532891557, 3763913578047806753, 8113482853229209310, 1775216722588376438, 6679747693675582509, 957809149753313478]]"
values_4,6,"{6078723986352395771, 8974642050824405122, 1805445409177209990, 7745537246194891065, 6684504825649337993, 8992766238520485649","[[4792681947901704506, 6696491158903042175, 1885572477985822396, 9069141407879048237, 631381732737742225, 223844648406373323],[3825034799212951237, 2526687702846713820, 4496401929288144084, 6118825005981306214, 3501887439022531268, 1359263187575202867],[5325043447961743687, 2275654604469899277, 5269181915068133173, 6657998177125983596, 4848796193353220734, 5427493271085951807],[1096856810179883402, 2983002495594700308, 2846431620269326131, 5026173264344917652, 66961483907008643, 4910005400472213667],[6321902477231669007, 4439513906220323282, 5672666036812086894, 3697466023142085074, 4345656915587382512, 3068241751196016520],[5219704926111751571, 3904939510211867495, 7372651276502102423, 6539816784886231095, 4604871823153018029, 4501519484479300657]]","[[5753851269189715122, 3995663971186142605, 9088183239909694132, 7252108047542966666, 553441947912579343, 8836162774933979489],[3510517524658069418, 267071173427078111, 4950697927736790960, 6463093729498666407, 8298964001578948846, 685987606359696144],[4418931418538104170, 1831455894401307955, 814657086365217654, 764680794998941231, 3842737501314227609, 2491637692327290672],[7764512032357673305, 9055980491677404741, 5846562547015391719, 2049736049300311260, 7835169279681700054, 1302388819199022715],[1408927354617258578, 3848579815860038939, 3948462088388510057, 8764533295905249342, 83165477097762573, 2854414576309733807],[8929790978132199197, 8863657348905078298, 3516223433053682021, 4939621622389439045, 7627347839097593695, 158055018060975073]]"
values_32,2,"{3390156305584436015, 9103030308075325942","[[1149993628334713374, 2514373648815033614],[2792117755440324854, 260968528157855635]]","[[1000303137646357699, 7534013052415093278],[5443710313359770356, 5400500418136948985]]"
values_77,3,"{6370494504502517189, 4291198046221479080, 4706561058204020143","[[1592219486991123668, 5549440839028948050, 4163555991467011480],[9115280279501175566, 2094722130291478039, 4890607064701760449],[6193501133272682928, 4773222687004750660, 3454422295904747616]]","[[5459091103662308220, 5625542151526031385, 8763577350212692230],[6196327924365262707, 3644248366042481647, 1248841433159430749],[2528284639638299536, 8376121410933578853, 3764776766941358748]]"
values_91,2,"{5801341001343425511, 1323653447425752501","[[6159073261179515853, 1320971940431573782],[8389087632892599161, 6263579079240484908]]","[[8853537197273865816, 7992937381464582397],[1445822425676859880, 6092663647988318046]]"
values_42,3,"{8592317177036198299, 3415445425640526462, 2159859713922683008","[[5150471737473944774, 3984765973049373520, 6667916672061591767],[3172799351581685340, 7578494781279504281, 7203499854813449584],[537242444405627226, 3245791667285350294, 4725266898450225701]]","[[175422495012609568, 68257162989262146, 2816437931495483611],[8096159426265945645, 887465267582085705, 6373606330058868834],[5439165604649557498, 1612619759569364719, 3851708477254055237]]"
values_13,2,"{1136750467680432684, 253277793796548773","[[7260884676808183976, 385844127747093162],[7565613622523584241, 4217259845954651638]]","[[6361554605579380361, 2245568917378884129],[3223054933769970057, 2342127277333306814]]"
values_41,5,"{4269642030290740100, 5909300368801058230, 3913629944855504753, 6388681287683648092, 4774701158979282467","[[3306143789149370018, 2265076222482826107, 1957159652363086834, 4521709966868241065, 1188601770707470882],[8407592976660606123, 4868718846045221436, 2899428358894171847, 1832824708438470240, 4939051861064224098],[1699130730459198618, 3980543858647275160, 1781244445124876298, 2653562461599976396, 7688515373430822426],[681595635403028717, 5858394386488461179, 5780826224985977466, 4671911347708171358, 6906385620092964180],[3849803736005449254, 5311098587788487680, 2652088876080709589, 1165712236800128757, 5146611542588464598]]","[[2012550432747329183, 965199375532947281, 3960439116302172524, 5002163177392914743, 8691748900114239602],[3231913199651901916, 5931790094086049463, 1601533093139387596, 6531878039104487040, 3043535863632789086],[7110863277340145563, 8863341771121698684, 3640581399306197283, 6627340894195050692, 7356790668066308411],[5132846196452077854, 1322369320051650151, 8519295036329729718, 906564526327315241, 7074211430636381644],[3758777054285025075, 3746860464801416351, 6563167010646168561, 5989396423794148676, 1097203565053708827]]"
values_55,5,"{2373832992479179055, 3386356171875599829, 7451827792914255694, 3357066496572423844, 3119425637591052785","[[1544633455166373685, 602308543498599736, 1599186254588113950, 8272049251818274280, 1330352130359534940],[8286132441544699637, 6906683790412185026, 8140112656856364800, 4999276474282850753, 1118246062691229038],[5611299624036177697, 2935874105057880753, 7239086789984284214, 4125829601523089818, 5652142589336796170],[3088610288662794865, 2805026727875198354, 3972147303919212667, 7819502113384420557, 9200274663859212683],[198301214476524644, 2628631936434640971, 3590287416608406853, 38910112975575196, 2830891030674975305]]","[[1977876930735075675, 8323619717099774097, 1561087185623248927, 8446407018904829681, 7414917030010446169],[167778791067296283, 4418985349358151772, 9207211278696881671, 6865115461835107989, 6644495943444391482],[8459534311711062835, 7262390228045445092, 8603753995040523093, 6582233401755704141, 8901717682521131534],[4386705654307907274, 1826640954430827144, 1214478813300194291, 8042852572039169306, 233788933217967348],[2850247835501199222, 2314225085354328741, 1803278001035257030, 7128801213963496203, 5365941363682454865]]"
values_31,2,"{404393380994463439, 6678491526812295749","[[2433868334218377164, 7653394887734239798],[8862910981514444798, 1706321586032874632]]","[[3478821176162465899, 6021867862671369892],[3341649382234722216, 4219050638423266387]]"
values_66,6,"{7449071272010141429, 5144134991898549617, 3882737072953592233, 2246929958243921644, 7979880754951781737, 5687470341522346844","[[690231014194901165, 6619364093690643941, 2848215047679137631, 6617836828620374625, 7746082602274930605, 6559405208792572964],[5879709772824703928, 5797924546966453077, 6312231916502537378, 1206220819922332349, 2058738311563696507, 535047712823680275],[4227105857663246196, 3179868672236438008, 3216791133443374354, 7293792783737093445, 746637484240708810, 2936961588164796111],[1961820516985275516, 1382767994404289295, 7254890189385761585, 2655644703985108715, 6215459014952542853, 5395380088762640196],[229500027769293422, 224612300333281631, 652541841386228743, 402377260293265224, 4413389419939979759, 4901574234046304807],[3016706870979098088, 1466140518136914132, 6546605811537509101, 7252603459342706378, 6102783776193398200, 6912387988939032392]]","[[2375396607489331743, 5608361512639045688, 1479211867590644268, 1437832291696286185, 4867600291172249552, 1168702559462795764],[7747437766572586288, 6217437258560660607, 6320572176040793840, 8995952859246048682, 4154500376353633485, 8218485027843655251],[1881186725953937123, 4184705121426032967, 5636542825377522935, 3650996761272931538, 819109656401297589, 1133474689690273689],[6875345526396217085, 6449873857449886381, 347054345387990382, 4139120290138220344, 7474556412125658676, 4304071935304434219],[1919348658554730572, 5382344564287705202, 3065842407565469060, 8202934955157789474, 8736334756101924299, 6239853363104681059],[431050523696126189, 7497461291235754904, 5281068059208311454, 8598236026651275663, 5251365351544691763, 4638709100909181303]]"
values_65,9,"{4465552426314695210, 138425228512130576, 6459686930587482185, 2315079379054502970, 8698296279696023841, 4139602653801379367, 6250163021628668507, 841305319128181690, 6272749468355645778","[[5780270231109607099, 6618535639945666993, 5327784129080113408, 3538372450200962596, 1519623599803289054, 625351994264895873, 1677804353854243973, 8235242899086098623, 1974768040069669947],[8102069724580662029, 4348226474676994376, 7525024164481759146, 3131493997637751202, 2985193910207098654, 1525444656008055411, 4380347216243756632, 9126247202948805270, 6725314088499997948],[1478305581420994584, 2764712916251517619, 2353044926584751016, 7092954712152836061, 3014616546695738659, 7441806937418076036, 5520068147012119757, 1534614241213322403, 8623983292600109419],[2645467660131700752, 4877917279345697336, 2713628825644556342, 2152051733565882435, 2940650565908876018, 6795257278122463940, 1290374435485452753, 5078413015508384738, 299864381601498302],[3854840123017161081, 8199506521461784919, 4991768059419915089, 2938738002752776783, 7665012040371936039, 3416871959647047742, 6416725218690396557, 8824141496444923593, 7287540182277090916],[8877242861156262459, 1369534646787106248, 9104061291621214850, 4051880314823275328, 5571277786082771541, 6389669857261783998, 766386847446006578, 8358010225339995973, 7607923180364333375],[3639014772253837410, 5132242712986139092, 7379997427153107668, 6550255548932491061, 2259458928368287137, 7888813541793863192, 6932714379765600095, 5455436875839439311, 5012379345376756547],[6895406591857675324, 4508121289959683030, 9085358609757104817, 5745267455465621786, 3546481285172460154, 8488968705509961339, 269093194597894646, 671775611840676722, 5178968483137678845],[6898071025735361601, 543641780565436541, 4147565303499194978, 4330336136006500181, 2549020515916242906, 6832123240673404534, 1629224460124209921, 7690966138556013585, 786374703703544598]]","[[38124539576233994, 8187027670542036366, 3601701373367271749, 1232557742491002791, 1067628512266004294, 3893970541161828679, 3494100910520724808, 425719435822885475, 802573760174853682],[2655995901474924489, 3255761732183464521, 4410112137809786263, 5918878391857831431, 474672727626156707, 5866500958941664089, 3737099829823997750, 7075747798470423789, 628121458207864171],[8700250786541567961, 1645075100930522316, 3203690034602043005, 1967172376132735886, 7554021423117571015, 4188436146042156881, 2086572832488908681, 3411407505591751037, 2101238006526816566],[5665701701775233745, 6187420631072929482, 3571418936323032682, 3270874946658435489, 4194091986803098115, 7225600305110213964, 2219023578050871482, 4288535349837147302, 15037119439737857],[730617278510605771, 7509473061913231215, 7939173100492397320, 3575426488247280527, 2153918013263204607, 8514268610765757331, 2558555447488681917, 8727439105363187029, 5314624126525379728],[3239449390500152792, 8170574689305994253, 3373719435050090437, 7951793324831606435, 1893624921610853721, 6472711213239673937, 7766813234154703554, 2188876266274261904, 1201522510590837480],[7735317001962719331, 126393227965348455, 7543779941216559200, 6178267206544626112, 4789910067103107873, 5813775817956035692, 7969611723466907500, 691372356443040974, 305045899958548145],[6137757446990931743, 7311227618073023092, 2679118767144127404, 870052687018317928, 2541617681376133062, 5506751514268576714, 2976391427344297077, 5039360258280389573, 2550728819676893953],[1779432712995897686, 5283852264095339070, 1406233731351987708, 1607085341614761337, 298535975591859753, 3307944697508355113, 7845594248241428646, 7908984877413128592, 5357614096344153481]]"
values_62,7,"{5501977038328341485, 3123024331648346949, 3115031326821238760, 8780155672460096410, 431874551546614406, 712041707278629454, 7615492535592627058","[[5162860345493410687, 5699508630991966505, 2448798161809055413, 829148828308508001, 5429685404496803127, 1187584924027558971, 8744016172414772789],[4435604796383413866, 5856538229903231924, 3325750700288963186, 6811155856169274556, 3528485361559647074, 2037882863253330155, 454896334011422002],[3994105129852802732, 2730152185847576429, 7891638102453189958, 6770493473713183562, 8047000199956057040, 6872547941116280371, 3259607889671744215],[4155959985292272742, 8992397299995618974, 7740766034104005970, 828654839582763825, 1534586210095308788, 2007750268741669585, 8288359153854431102],[2601089989350613903, 3936914478075718485, 3324531015092738078, 3249334689044813897, 8258694702083637303, 4260783006929382873, 4874546988415007433],[21401341375593583, 6259784698866577908, 7065644122722181535, 2717986562231832983, 8425648231145213986, 647420710424586163, 8999533166555600323],[4956964618427864015, 578635650967512999, 5370219414253196808, 4168384803881029434, 4508938344099747419, 4048727040965368652, 2621321530251093281]]","[[7830748122454978485, 3634863621760506891, 9090920531285543669, 4114752106855799937, 2537587627951203838, 3636514881270931198, 6423170679209852462],[3401973677032543059, 42958085265243289, 7213800166857562742, 5319668970084111021, 4022485317844262612, 6937328748347273088, 8573704986278858067],[7256175134515631254, 5878838571324263790, 6088530246558854195, 5119107238618283626, 7361299367032293457, 5991154873855911430, 7929952522404106382],[4681194942444100476, 8777846745296029764, 1148635306882434850, 7811460519761165367, 4581045940147258822, 4600197221123768560, 6187678547826128944],[1087290056530834357, 1070630658920966984, 6240012237540720254, 4274454576720942562, 5394890426791789642, 372569823425488641, 5692140843784239664],[7520276110560684633, 121223972438755255, 523138623316747907, 4546385616729883617, 8064839623876217984, 8591727442695457513, 8019604367493908140],[1787576943363912925, 7889999069702159174, 6684002152496362498, 3892769069823089703, 5090762333964104881, 6421066863718776930, 8666292659976583532]]"
values_21,5,"{1033403717556740960, 8299791145760581324, 3579087218566449615, 7209910782283727880, 1053354084939568018","[[6382517154097838477, 965028816455057073, 3680215658740897427, 2740466900680177846, 3033694949554989467],[4180141604585689592, 8902245201581939103, 975443641736564722, 2577419530518103644, 5666921665400615327],[4639121157040997759, 8094313876844947746, 1832989527747412435, 272756610421590306, 393913315354421256],[3256358227613569135, 2190688729525835102, 8022857409634712782, 902668860096920290, 295140801451628007],[4344768917731454538, 2081431528716018220, 8778977836064055328, 7227957985001135442, 8250485178829437815]]","[[3363377953319708640, 3465608469541706666, 4633534570773557180, 5072372525941405754, 1995207923531082065],[2955632341194021001, 3934335636887890697, 5689948446235928966, 3050516603321565084, 9127068055175458532],[3045025635115767792, 4838900368573523594, 6342317451966664828, 8197192742515058290, 7061133441110379638],[1604841938201144431, 6312769216255904277, 5403751723820453009, 7410378096946023292, 4439440053905114579],[1651042291857054414, 8370480767143218320, 84556432162753654, 4549025803138159108, 2313328388175409109]]"
values_95,3,"{6033048767053253046, 4753191408065653914, 860868975598488324","[[1949794942513666431, 4704546884603020546, 8774005672472206513],[2100952429568528873, 1824904490152430972, 197282025836955564],[8624316493267440698, 1807457752026094557, 3922452579419024160]]","[[4379506884665665598, 5828785283324305517, 3468825651252025604],[4864883551937158663, 5693577422667423528, 6144103215389989437],[107550980996196692, 2524026125904607743, 4335805442958726409]]"
values_84,5,"{5333107993104815687, 6630150428202179567, 142581083700048391, 6982674906606978018, 6304590498465829939","[[4426999009961819792, 1837040250322405773, 8016206197506456055, 2548302860978710537, 8859914015004494947],[7039079447588206870, 8078157299555710387, 5337896830218937186, 2146221497868444244, 6692289840166569923],[3804682247745033599, 2435316602165205029, 1645504828780389295, 3042304561583263352, 1819424597595634188],[668113416171072071, 6096438682992482522, 3515598647655715578, 7602212465855387813, 3152744915066056731],[6490723618642417837, 2616718521006888794, 7437960382524456361, 4320307173186160228, 7603973393904297560]]","[[4951460609806725538, 8582241587784841795, 3837277400807561193, 8231144075106116822, 2931049052474803920],[6493535497721574048, 7081739059606710471, 7336858008096921274, 2410681498817859349, 5937811675295765307],[6215952205866931152, 6221897063907268079, 781812961343780770, 7151133500798131579, 8057496054363179058],[2962423500325252084, 5610002778214465935, 8321435002184855247, 5968050583275242330, 2303041413508063407],[7195304432561895898, 3313871681091413585, 5109370050970591907, 1244615953009009537, 2393704803104876493]]"
values_58,5,"{6167751613336013923, 172872764253322030, 6966181355388317535, 5477150292956869949, 4962337112722899137","[[3830192967224486361, 3354690125510949244, 1231219500553755637, 8504246652831614423, 522437526403399061],[4536324014026985184, 7675815620849069857, 6006688639011430360, 521621755955085755, 7193732816532566370],[5841862182548280555, 6122333353405367585, 1696632460272015250, 4939676573935306711, 2189228840756946134],[76018599669838346, 9199249804848283942, 4005592897860802106, 6895083198626295272, 6002520753025729349],[1440514838813245498, 2495331353292106478, 5188869407058610797, 6182263924170007728, 6388486945301840926]]","[[5515355974466817431, 9195339800342512570, 1866827806378649911, 6765064416382711765, 3732459002652839964],[3258416305689531907, 5588677653308797821, 5323966691813619073, 7961189090433180276, 459223429878190029],[4000714830317055367, 1198415237185162040, 8306078417299901434, 7815580266071511859, 3068946393355403862],[170301550678741702, 928409640795604006, 4474926663579830818, 5577578375853368052, 6613574821333125100],[8874381139326949181, 1630094649212056707, 8645608239375444430, 599682823123659885, 378535574270896186]]"
values_64,8,"{4798060406012749321, 1225972645768078404, 3149934984611436101, 3939949438080084865, 2529046248435485122, 3103252907000433500, 3681319670548433128, 7069683726562945746","[[2569585097620875097, 3301750098675041156, 303806557262441247, 5223024483640057740, 7662166380013364564, 2537348886584125296, 3181578435868680016, 4672758026041036185],[2681911461598206259, 8437039207139762206, 7803813234806551158, 6634548864195673320, 3519885552204838397, 6389175367778140406, 5892199044279054076, 8075345982120309900],[4376915444882210451, 124164652796817461, 718406824250507167, 5743215170978012121, 2122392877395773625, 6747088001583174397, 4603847462947560786, 2814658705088690321],[7790493391470877962, 7953800968857877406, 5418086436843312268, 8173459113804596385, 1311198305480466548, 5907887008665186635, 7738317324896200358, 8895925579227564891],[4350850757409676183, 3742614558744422194, 2772600227121435879, 7142553117650142571, 3217692841650639642, 3589732777513371009, 3905324812188472376, 2240156601227694382],[6129032776887984843, 7055631945025586010, 8576808528852061306, 3510961170660795706, 7143223814890303147, 980998916713314343, 8255163371231595879, 5645042191054178571],[2868359687819528956, 777944867385901433, 1840610557444988314, 7687794611025593305, 151044205782965213, 1143394010395678155, 555874514198006020, 5141647554289258894],[4143559699025778895, 4505544142796112886, 2119173607553807402, 1430797976090871617, 2634378280760600736, 2384896179421672309, 2577885353536602338, 7542554332784843411]]","[[4534856364596849117, 7344780688310988821, 1015887872701213797, 1209788413816006676, 6950965099849689455, 7087885825459773257, 6912625735815611238, 4158345870047324829],[324501049464885893, 7135981569861880444, 2988148471589830916, 3974106251878050920, 8438401848829371449, 4726489991855451806, 3084595382666238681, 5631791276191056608],[7380192472332744681, 7820001756398609403, 7516773534208407987, 2978656244020958056, 5762843839829705786, 1518927830579187026, 5494544409034247618, 3432507463291373980],[678138789639121417, 4329662685743045589, 7191015131610663562, 161846393029146960, 7933826641331925357, 6597911513367565948, 8267583867018449614, 23171150463832345],[1530511773471805454, 6318193083333829362, 4595228044535341759, 6562906694281928516, 8558418773535437170, 5169349700427630830, 2788248546629033680, 2003548525271073929],[7764190836804821763, 9066145217297924333, 5372968544009654734, 2143672504007432960, 7643657431993129538, 4157745454427032799, 3575516973052286917, 3581960215784484141],[5408350521066473549, 6545912904493286359, 3223417524405751796, 6171248594645171932, 73304709185397094, 5830080263646886517, 375099036056474095, 6508805394861052961],[691140745425681293, 3219393628375167735, 9109574719676444269, 2499773873117973697, 3192649187341359542, 3854613171844562718, 7192128869340288095, 8074067506766030012]]"
values_83,7,"{3291628130057403386, 3735313265948451535, 4103446150604471641, 3987664569702845537, 6704600295529090455, 7671395251252725619, 3913935676876300539","[[3288229188841705822, 4691069305331753497, 8121272641411551877, 587029031961100858, 106690488111878932, 6183238486654918690, 4559635237800721326],[1071493123279927932, 3456423658799100756, 5958712925141591748, 2628311221228823639, 2731863478575669457, 5427329335139382097, 3964180094757731785],[4381350552002939693, 5626133621906936685, 6402532506842586049, 6706419611377929139, 7347141435935871061, 8717579178393154075, 6446909155661770951],[2965311637091827755, 1001589848013619768, 2301658140418983405, 418192162396322861, 8018901324886663795, 3246927707968274314, 3227458851776162696],[26379195561284528, 4758889054389262740, 9039053509142783377, 8901064051430866239, 4527838267689027186, 4341537493387371045, 4033136581993401060],[1763821656511247762, 5786259096046362363, 405962447460812420, 2254500980525846523, 6759755026361676720, 8494763965501263060, 4283278353043101374],[1136722406568678803, 775564200178339298, 7312516738898843677, 6772109377327360240, 4344559853385285237, 8046075811044397423, 4577141572896794935]]","[[8887453602636152353, 4818486802113929705, 3165877893972762641, 6762281840368937225, 6908112002243028461, 6275634382493564400, 8193933252980983740],[214404963131372329, 854195948127813818, 8456284690102137565, 204942863797561033, 4004918905805446215, 1241547260346538730, 3855676631325841777],[4322945209078985130, 8829450692142696117, 7524205386721473195, 4804303452670715692, 8238287127075577253, 7403750521526896045, 2907096247633800963],[1268263404931000114, 4239627342493217637, 8292049215991651531, 3275336269776891913, 4711080125253001172, 671945052617863868, 7299986364382360410],[3881661375499039098, 4649096361015285432, 3520079973038241875, 8578482826792792172, 4280001022515272636, 4196261032854081979, 5619118340406176713],[1485961694314731570, 5567277189696535071, 4604798821773879736, 4239640457440829737, 4229859477968691533, 4838310775713433552, 5819562940641267543],[6669109646861238331, 8334094929598776131, 5355437341844321800, 5698190412307901942, 9005212019641368982, 4740126442160884854, 4495897562870472057]]"
values_94,9,"{9065090667812925016, 3028000323712922852, 5481809005286932354, 8814195455072530697, 5833965412478262054, 3205893197942241937, 5828919125449180542, 7013490455433682555, 9148918664309869841","[[8680117375315988542, 5127104100962469718, 6842097224015623167, 6711336748837683992, 475217072440369137, 4086832206037329725, 4426888764841757535, 1403675849842672169, 6724140304621124633],[4224572461168390084, 6693735628189643118, 6290791490184871846, 2529856019182095482, 740673166331178268, 809592804115557272, 3790271848311761120, 5922603627073247580, 3409229440142868013],[2497572077377008923, 1179394274661617722, 7745500444584186987, 6012756764031079374, 7995597962142598520, 135011123025309194, 5062597182132625128, 1054549262980970997, 5115792341621215632],[8451777248873155836, 6933053708697957594, 4756639905904865742, 260540591964890392, 1521825394396058398, 3635075526056004078, 2425203877864031313, 5242586633831941162, 7938593375362768805],[6231691195378865522, 8311120367416240885, 1136749650078100914, 3321650470758371182, 8073992159184616303, 1957020678052440829, 5802550292200488419, 2404573527854783852, 6596232412112477996],[5311378259213395196, 8466894592438920987, 8918610992424640888, 3028243243752892966, 1925037067403288680, 470823501125419990, 4512388437876686997, 3288618117986817460, 1762110477026082152],[3358597500162507784, 4229432543568731533, 3680291890190664959, 4890147678519825316, 5786840355585767414, 1665288336170392440, 4742029911652281647, 2843788376638701445, 3796178332127624364],[1314062635311556782, 3470166234822077665, 2095647570630572549, 224730681443232744, 5102393313618895029, 656296194028242347, 6834983847533623092, 3226419191264959139, 2046940333817666023],[6992948706878345791, 8672032172939319387, 7659108316537287501, 7983365574325473288, 3002782024839812294, 5597058501049940694, 2792631499799997834, 5596100335778705815, 7024770393336460987]]","[[4781996856269388383, 2018703102246714148, 849089091525128799, 8404031190780823023, 6299996685191692121, 806405654527212800, 4256523259974219639, 8775929944848078217, 958439347735240172],[2092496523073145753, 1195443661714114687, 4657420387992966662, 1810335012028447684, 2974065272002805206, 4868031603188880719, 1175315572433084886, 3660772617490382733, 5057713864811080869],[3349576371934243734, 9083248645222313359, 1074501844213184203, 269190881692286590, 5669403452240943362, 8464695548286641684, 395957222068309995, 3610229367504788095, 1828600350112620470],[6659949291905469253, 4223666958876728426, 6283456339717648158, 7831274704798515449, 6393044683879448604, 7579387675108103682, 5531861622183217045, 9066357016772405036, 7302677610773654998],[5148192840050974935, 5580442992456024535, 1486665102629267298, 903756454909687504, 1671274893264628610, 570628614347882386, 9203366294361735359, 5308391030336091010, 4612614414524805499],[5534782170854388995, 6466696734929901312, 5582849005551652510, 272729784834960981, 3856284032849584085, 6237186293014023341, 7903740625547075969, 717413012065660520, 8961542832593952128],[1619891234555592189, 3163243995758149130, 515657823989800144, 269768200119113867, 3029607092515870615, 4339052609455162224, 8321190215365829805, 931448388950772558, 5623453707083076785],[5919273979535516996, 1340680044231207777, 507078051983794961, 4590972859328358474, 1381090683534326157, 1077592431054034176, 7039537977991962432, 7634091218069009497, 6348476407742391598],[9191612340046060014, 2619808560662097737, 7524330948749072031, 5415564441892831028, 1883525648337143047, 5387472820006856333, 4430795549716386665, 4167605826622841838, 4695174535477562402]]"
