inputName,size,available[size],allocated[size][size],max[size][size]
values_71,8,"{2845316686322383562, 4916390155493048555, 8926865533598373042, 2204400984148529354, 6505698167435273487, 1226882952104558832, 3264663382923733004, 6191275091557499232","[[7967189032874267743, 2824148947629895036, 5349788091054753214, 8222394548830240202, 8558621325548382949, 6500045208241659132, 8338705440708536571, 5465314043275772125],[4944546402278450806, 268635960739996619, 9215618968575238689, 613408246376607696, 8345595824469831380, 1788892032525618551, 1704116525145272579, 6990206510375307651],[4101450664689782747, 6950338480055122603, 1185457931761055466, 3041621182710248966, 2142245428797432569, 745298117075494976, 1647407468501553926, 3882830795828649299],[2189791898384462119, 9075956667533711229, 1780463978756052933, 164045636348004427, 7932906983166511346, 1632830176514414784, 6521852009321574104, 5508567135664955198],[8648146928467896149, 613225433924587907, 1017454448683249133, 1065544618876484638, 8899964548212306854, 8719454883358580511, 8869237441101361762, 1218801883119740259],[5481061602078823481, 4623646664606749022, 2161407048511130635, 8123062722004464594, 794327929598708313, 2987506779996090269, 7999190033703416262, 7662486489194800485],[6657666607993047240, 7310713705175589596, 8570225048859018301, 5475770830240401746, 2393834569379844442, 3428674564058456919, 4130510896247107083, 8877406608074538996],[4315733417922328082, 7829176634328289353, 2125823362426558379, 7798867138145450510, 4162536852163564546, 8822382221143166369, 5581755252569199007, 5886682860343275312]]","[[2183087933068034190, 592300010302064583, 7166314535138760453, 2591677760277897633, 8724245769913755416, 782536719760903684, 1650276934483532278, 7139260801559293734],[1867591526049173713, 8285470520307037253, 5289344233610305344, 7962983397074840960, 4492610787462439506, 686501863751243376, 9063762336862331485, 6194699241046298538],[8371346588928297068, 2955522518783875180, 1276564106599388751, 2272715875783555952, 1427153897377366226, 6533565446972191830, 6829380126534715726, 433922745230001592],[4828523546884632852, 2694027069631449399, 2450715073881988214, 3194365335820274591, 31130815775071177, 5066878396156183678, 209148195420174330, 2934254234190243074],[76957821402275771, 5479167309499280187, 8225810410873152515, 5036765559921214518, 7662249430396071150, 5464681569723209345, 4603078794662862791, 2105670239900448587],[6323191319952010021, 3963373096283382693, 8571471928581957084, 4338666791425645306, 7189402267357177675, 2456337368396701901, 7418680940458318173, 3617110155504722430],[6120774428426502160, 6102791738110596391, 3561393666743561933, 5275143718936597486, 7218348054040059318, 6338742424277762084, 8624645250271917487, 856578753312870973],[639134569121188665, 243409642544100175, 7527049743160156627, 525361464760200796, 8152761813645237211, 4944923432361237214, 209018641746391788, 825041146870582856]]"
values_76,7,"{4032642979062625409, 5579829556780821251, 9195374234101611152, 8395021609345472945, 6832423551245323750, 190764977015130849, 5638651657068228982","[[8714634412793451631, 7376851986823200674, 3746939546755898319, 5837718635086189746, 6719172706811924993, 6383281610272054243, 3423139123133833668],[3305842133481430258, 5317301643421446482, 9042644717142933060, 5407472055938727759, 6696249212108482071, 4425573555128393530, 2970542926515776439],[9035310370298769301, 6728380707749801042, 851937382120574428, 7263270973554766523, 8237120432202480751, 182582752101485628, 319554671923166658],[9167465942058107896, 4887086619880437510, 3397358275052448524, 6747170873188083870, 1295453290932789731, 5512898038020176012, 4231302341673814821],[2189825523173067653, 3348218190301867415, 1319986494421291365, 5218304075351489748, 4895676488404788716, 4615295725180167583, 5234288798794049848],[4042716196581411156, 236400954529427878, 1840421003744207938, 8677355809974707617, 252420049815935743, 5618819340268650033, 8677699528291534562],[7509530261619661348, 7025204341736312765, 8186148406179480182, 2552227390660766052, 3259583889897708921, 8474824766472096919, 4482930847440893482]]","[[3033819893254703569, 8522298041424896098, 5535986332858431001, 3679268942792475757, 59307076252367100, 5976682471424739217, 9206914916914282483],[2765190293866060266, 2563887375824737844, 5960832104174083731, 6346910346562089935, 1516731113567386005, 8458328362037040967, 4671016451451064709],[1609650060385348310, 2427228159707347797, 7804404995490200950, 5165265340287742071, 6283967987445348706, 2660182051171006844, 5665459768869824721],[1752522860374612061, 4305426597187590023, 2724862926126997274, 6422910262578335633, 3728084396897131141, 3524588636995528041, 388376535562211946],[7178891175549270040, 5949364866901733502, 4420266873148837000, 6612002854915485260, 8934734108723049614, 1047554952047499069, 7682172684084010077],[6919562217396385430, 2455580041540907963, 5539062474369278959, 8637286999415385915, 5722063943014813596, 2972558660454335467, 309365852497825440],[9137747301722770350, 1369197043889757818, 8371038871409387376, 3716691757685272477, 4736698053853744092, 2791036731252288303, 6499259496893995042]]"
values_7,3,"{1916456647972172003, 173447814730500301, 4398361207032471379","[[7765448648977463532, 7270575796429766154, 2316573093412723941],[7758329345561422361, 7224299741016744350, 5031215288744200877],[2797997616055860865, 8849301621647943269, 4841124579184275205]]","[[6967002128670569252, 2773609850358240560, 4679502163992920281],[1244057324055495540, 1685502083110231869, 4222621250173984269],[3690017288352530064, 6481255742550596008, 1029856908740249919]]"
values_50,4,"{1512929735888297232, 7826636759362599389, 789182063634157352, 4775401929643461294","[[645752611643528084, 8714849368018135579, 1556250080226701586, 8467036849885942623],[8679367367702512188, 886949455895547236, 5802665311868895138, 6923763611001038638],[4286844608163441033, 7426170193945459951, 3745740502209557381, 2355224912463318076],[9076434467141297991, 4506536943394350958, 2971588301775465498, 4020520047497603681]]","[[1207238534163188132, 8021536893140393444, 2348146156760987110, 5457880445837936710],[38632656732481050, 8894296186657223824, 4260734108380912493, 7823032610912413906],[4203690621308503860, 975680664299649609, 5806789515121286905, 4942756785389606683],[6502360920416307260, 2849783476680012317, 1998323517919288811, 4035022891411617286]]"
values_22,7,"{2147476644402126245, 377930095483748442, 1624219409610577125, 2708778989543078024, 2837031302562715310, 2615495752129484037, 6724734021980002593","[[411631640794919969, 4711240117978108522, 766333107323001375, 124025862854105898, 7270167424286872192, 2050419693196104519, 1322131434931799616],[8632106566658725524, 8222881496610705012, 4282455556416476850, 6621117940452460820, 1536312925556009441, 4534186393969389584, 3521882215534340550],[5270720748024638697, 4817021198734821628, 9109488644959052618, 173994404706075584, 8636876637874700613, 1544512861752524635, 3401105314710555444],[2964209271675131345, 1865833446341443096, 309797901524172352, 5099434411264018615, 932239686617750227, 7818960424429327132, 7793368814957966422],[4864257369389958031, 4730608066536313707, 7242079022608109651, 486825486861127684, 3985973877394083869, 6637164210361619391, 7039461332577381585],[8194487738207030865, 6075324756935122415, 9082325660295440143, 3999453968324229649, 2620204811738300416, 7932762190513170736, 4927545166709976203],[2398131520073744001, 4814518015947977885, 7550626845851924473, 7307855708636574145, 1664511832040289616, 3849832128869118619, 6970322323964892269]]","[[8202535965709878049, 5861468375262296609, 4699727321337796564, 7394970795938618055, 2905013343416990378, 1915928641020098162, 1156633179464432716],[3292290481069869925, 2053300667703869020, 3948861329932112845, 3357144956856060313, 8642500214619504494, 6577756132968642409, 9192164034074834095],[8432949304007555246, 435519958621697914, 4592128204896563520, 666345926119594466, 4798668531295686895, 319614489412081103, 7443467365509730972],[3852708539413361464, 5425322336240532885, 2332378311595260654, 7592989981104706975, 2815720691577935361, 53876467109082647, 7832605386646161402],[3229005917130930195, 6272581463925844971, 3572509520374045548, 747529789544416812, 5381422297458427195, 3747502226724941338, 8706647413284606618],[5188631841062275273, 3792635455843562674, 2830215196555716777, 8633681229798811491, 5804539783454733758, 8749360346547966333, 921619243099650213],[9110163353384420327, 8557992046606175922, 1744806689155428000, 5689684360959783169, 5878358932812745930, 3426357811137416897, 2314478276658862676]]"
values_4,5,"{3100330795880092327, 921670346203571359, 3575725410517616550, 6108867896827974091, 8418811138397860409","[[3644204598829534292, 7429829511167630917, 5993390279018092188, 4486684690668356007, 2031585998478107123],[2202528982806983770, 6117109073674035995, 803596665331907566, 6615038684194214459, 2218821320539429041],[7596018439941740259, 4593601287053413531, 1622437170065677929, 4230646440400442216, 3388395362625969549],[3564960137818442613, 2156067630105510753, 7527068418560534807, 1531733391407727210, 7142665189610609336],[4926764392181672113, 4681797270834556823, 5250013239021218445, 723036317976345611, 4489473457527567528]]","[[6712068990251820596, 8755454425839074316, 3825597613507624428, 5353577147952334301, 2143488854431429030],[6094705110140976837, 4185406673445375521, 3439857765359844514, 4994911736550959943, 7636595092626665254],[6480613714986517423, 570711815382268887, 2611085030237286500, 2503754346896536772, 4902517761767044810],[7817993210733513664, 8419429884253656427, 6572664328561408544, 8735000926439714453, 4475733181875111592],[2875961531912186817, 1202712581111112252, 3480003529408372503, 8911669566740609574, 5121442596084681310]]"
values_32,3,"{8863816897958082074, 8334190033644059177, 1668859272182626562","[[6388114577539661346, 1375615823277392980, 7044307708622596602],[6131748144896937761, 8054875676497844132, 527247334366893737],[6910090571833752725, 5790397411570915970, 2995363177285990549]]","[[4910589218208707092, 2102522661353693802, 9202484888461649571],[5243927145893288113, 2366501138496493984, 1845603220354174402],[756026972404861194, 2160453443891046741, 896329617352234068]]"
values_77,8,"{3635272008562353554, 8890768982827704899, 8772544016036213367, 5007308189840265775, 8200121488734549881, 2044563896085182647, 4893459045687104849, 6783237707414230951","[[47744808684079572, 6010273658756289053, 1949065596153405405, 8479175169247074727, 857750786830008353, 5992996000329800264, 7532797702098721553, 4324185487419876975],[3224577400970769174, 1276608180555053546, 5897657638756540457, 3439881718005657496, 3780388514370980743, 2559365853826884829, 6092005470620939326, 4909308163850221656],[706058596899865089, 7415378136366578890, 2002512603606792727, 4995953248247689787, 6700884817204327288, 3808483151197245363, 7504114462625975761, 7014943698918610804],[5238151409545527306, 8503312977227961035, 3114907798576027234, 257257997352888704, 387891692287067162, 3922386174638690048, 544845417103139201, 6346959011631831929],[2703755190331556836, 455116177513311909, 4218375414886703173, 7803806517373437049, 4397647099685761808, 5109484582230623781, 3728194803097327069, 9169564413880974806],[8112673052634120011, 1784048132840041052, 2376006889038959510, 2291176666194151377, 993728179712229858, 6927342875581104576, 6106594553281273439, 7902567425685822883],[2375397368182331253, 7212871327944057928, 5652150234289404493, 702086312181890112, 5205962460688164257, 5394446355204238335, 5088659016810654857, 2725585752386665240],[4769661914986181228, 564568718831274330, 8295432883486254097, 5460877641041847010, 5786974615105371405, 1416056973733246801, 4980714199282256502, 7094884310010834023]]","[[2320637878130324827, 9163644169078472985, 2028968283624972244, 597910451674513990, 1931290235775791908, 7633830591476787367, 84480133499260704, 1911311058149384946],[1129130215564385612, 2640832714697427650, 1257236648871674991, 537454012377363012, 2247635098071316320, 352700193097402535, 6266806641977117792, 2278090726647900972],[5420705172369265551, 8915045527753348743, 7649390608876929420, 3204175019135232442, 865736594958732335, 2697974205038948294, 4577219597541353923, 2468984405566680853],[9138364907329637827, 8494012159061227697, 5396357328374384253, 2799383189396759554, 2024845459644640281, 3772051992877596281, 4046758755499715529, 4562214829111879635],[2932328504902652374, 4898830368657520412, 2562346897399476781, 5659705967651024588, 3067538885572058348, 4689104520448362903, 911358364712796167, 7088437721981095688],[6192191659815684266, 7312404297198222178, 393560325700878845, 6278887477560911324, 1706705725729643147, 2291462003656297435, 8448592533536010487, 6767022466096870746],[9010285094355653747, 7139077313003200065, 722844231593076664, 4788435171701905990, 5577443441130419381, 7751787574649391373, 4104497648037475993, 4814464871215020621],[181646484225470851, 3877340883113982020, 1653783754773051861, 8109748692983395686, 7656938929604273771, 6913262940154032408, 7265073491573379669, 1912681744196242147]]"
values_91,6,"{7410971202349067891, 7146370456263364457, 4217243655043125018, 5307105125723859326, 8964252908718702838, 5777780886623166476","[[1141238469856638744, 1987014677373723385, 610155353185881865, 5198455598365066734, 3350334122306798684, 7241679851967292987],[4117212417313874591, 4752350710178937523, 2416390821529040678, 6262075508433226616, 6342799615832402402, 8407676841883323174],[8235912368287402275, 8133847366824180499, 6953513174347391958, 260063808250173302, 8919286346784493761, 7887171391349678815],[9023810639035991020, 2601528789383857824, 7642981033957305984, 4569967844033076784, 7078721592639447592, 8018232356838155673],[6934645646477636932, 3162111461814023174, 7934767499329013652, 3967655158840044345, 969499840964811317, 2810853417964880544],[153809581130480452, 4870832794976985500, 3787046366112870083, 4692976315783791818, 1391484699096521341, 5525853083699774050]]","[[1666437980274341717, 26142749734495785, 1122800755637897752, 4718289623983369706, 6400489675698386952, 7124622828611969282],[8816474236641658721, 2114600854418333723, 8648267152870315608, 3833250121477006169, 7777710651307332168, 6404068821406464093],[4051234533541517690, 8520644352266762864, 4174920156200152530, 1535664780710165312, 2974208714028430852, 828753576982164585],[4631131284195179586, 6800397838083840038, 5536099859541396627, 1481200143772658565, 1620684677906488832, 6777288392919200401],[2223195541013463442, 154791956156816369, 3613303308036650479, 7691394544786495075, 5257858135712230360, 8547499017860514212],[4533282093095403728, 2014990727979336249, 8236219806981119393, 5211559190390173546, 751469170474485095, 5766706613225315110]]"
values_42,3,"{4221239666843439241, 5809211285362271678, 8648583147560591919","[[1413673878349870636, 6622945997038226537, 7833010623914516755],[6900770666071391626, 8825133360383420815, 7219582472032203717],[8754660211862239041, 4476504813244635842, 3879864379493211418]]","[[8728628934893992915, 9135981219365553158, 9019040297080397674],[5050453096069236691, 2246684032243659674, 1880474543747079397],[4695377746841002893, 8642187527949575869, 8342791842070104431]]"
values_13,4,"{7538287067307728696, 4199951857012163705, 5686116002885859779, 7249139756058191734","[[4692203578459096212, 291102481831611235, 5104213263458477008, 8351710880756806843],[638824772921914839, 5109496640636030958, 5376671971404754716, 1210504210675311970],[8760518372345708319, 1868349811680674638, 7412890107179574866, 9078929262139740146],[878462526086435147, 5113433354449787766, 7704712926439247093, 4690499525967101680]]","[[1645701048176840110, 2257863915127357531, 3538158439671906906, 5842690283405877954],[2498774822223899067, 5860241206268977358, 2054077354721128692, 2046639295618633294],[8141114197686083472, 2058682524905633077, 606889046825436976, 1474012058847427394],[780249366466416081, 3254462130617595092, 2455697568095076721, 7173278098434516057]]"
values_41,3,"{8810239556403685985, 8948766680442927964, 3221994648586561217","[[6612393418662841752, 6645713566369554181, 711884670431843705],[2278461974180494187, 5969069810497098774, 5205524772031901267],[8426681702579868491, 2762555622799231497, 2092315832736183926]]","[[675371466332199418, 3159116996087115148, 8814785852592054390],[4143377207653798794, 3955517957101235370, 8321498984479826614],[3317038056220880596, 8280101343186349593, 343292250540947807]]"
values_55,9,"{7479532231089648403, 1880650456125712430, 7989419395246924558, 1318617029107714760, 5479776628403489333, 1046557291448500688, 852089361730246315, 7628447712350856258, 6157930689866063108","[[6824544848491739684, 832334208009880848, 6091496568062760969, 6250168784893012770, 182163181617805417, 4704570230236351691, 8239752962069950302, 2701295341689855936, 1408622761543243695],[5737798541897068371, 4590984576716426538, 431212702362394844, 7809585566363258971, 6092628069478619670, 8146800666796482166, 177632854315577961, 3690550140254426193, 3630552201931492998],[2300772857874495954, 4320890075732184274, 8264702329074947370, 7795627567109248112, 4874594189424799072, 3230832529251122791, 285777565499471009, 8690151801290009393, 3087488150751263615],[429594803914826910, 8243668297969185266, 8293800197045995056, 1034202430115707681, 3240403273765992591, 353362915611623342, 3846801822274378951, 4052103867272917603, 2802371263567882367],[319467422237913148, 8894618259235505527, 7524116159720998710, 8642896578941906278, 2628487021846675094, 5159306500152126352, 4765365152659297576, 1500404342468663120, 531766492871263185],[6976432581007169578, 4169817746082124852, 2575267787480992205, 6421527355105582122, 1533385954828727403, 3062332163519058079, 8979549137878207062, 6761511557153655974, 553595760431998010],[776690506625637641, 5749133439488302067, 1001240521163109157, 6346598691034948378, 429375509487172715, 6771396322145373271, 1780767813930415634, 1778096203853639269, 3329881937682624985],[4124268513231908208, 4956862092303322445, 3426929924596697560, 273083586339378563, 1493814501642904184, 2664657247632771105, 4840119191354159118, 8120476483155383312, 2968854975335692389],[8365610417427057869, 1818984800166617807, 8154222960346665153, 2558582777340075404, 5117817881128858802, 4112705087871681654, 8379564788165726677, 1136211982135185261, 3854581333769442685]]","[[2087315875412925163, 2794942239946199668, 4440898593577156999, 2965018936633651987, 3670505921389960061, 6482565461007603461, 2777072826861900125, 5356569849155952950, 4909526762326130943],[3275454567613351927, 2018195291808490338, 5960382775801640850, 4470826610106827390, 3655474559992658047, 122748525198712917, 5219154891430421259, 644656779082110059, 5046032314028083136],[6687546037651753868, 1246049886155964601, 2925706814810872019, 7273088286793986627, 5323843126284302897, 8847380310787374955, 2852999464986670158, 1994007192776543764, 5454478996831054082],[1189859175771221671, 8292958113956076144, 2377468039222157590, 3459230206920161669, 1135423441198874592, 6296634853279456216, 2890069690451850013, 4092394563501497915, 3939444944606876824],[535445335695735166, 3176660770548037244, 1825382411599780110, 6302063720556058192, 1750954019491996792, 3350009683108168974, 8529416852608510232, 4368580130162304721, 3592306128438088685],[5019755485145876394, 2182943492503475264, 2800530695523172160, 7234675282687132826, 1488453805214427258, 1521519168509312396, 6238438020068718384, 1152895550267410630, 8228934652393731228],[3716012569506111777, 7345060398198708199, 8367277938497644046, 3465277133093955162, 6743434954046580052, 6821190493240853631, 336448929517625105, 8040182866059438820, 7144765810909506356],[6224300434748365456, 8606950272685487750, 3488296569164260488, 7788298856953948020, 3475575474436160221, 7134764812424002013, 5814924808120217578, 1198819045590838992, 8350895922340106418],[5689594216402725308, 633242116551221163, 5819087696666448677, 3784169949316520739, 5018696876500369135, 7873313254996118713, 2852503339081430283, 248624728260038796, 206358430457537556]]"
values_31,6,"{2462252274380019695, 6306450345077190020, 723510677175701206, 46192127901769716, 2263146388650869083, 6162217436852880958","[[8242448676707282867, 4721695390022009583, 6739369619497856582, 2219696908080924387, 8868868705778957218, 7079216976189943176],[5797719244637705472, 561052790651495213, 80886272887926693, 6388613316054777455, 117002363188978969, 4426867846826310208],[8311523678057912097, 5527910500333324817, 8707471782710556009, 6705929127706889065, 7958031280832802786, 8453378902860167936],[7717810063238734107, 997724632921260488, 4574601771637795028, 2057664017171292622, 1696324168602688274, 565135427847101167],[4532347026346830858, 5087813192483364143, 8831773819455834911, 8346931642134544379, 270028964874588612, 4454869132096701520],[7432326936720491048, 5777688652671543405, 1458561752330656570, 7097464552831700845, 2349344386701912717, 7215848425238598858]]","[[45163521872479816, 8381027517479835443, 1713762720434556252, 3966087029398989365, 54555630111909661, 4613064592741153508],[1092384425878991733, 3882569012608193072, 7865527231067035150, 1835383460645555981, 6032697244345315894, 5788045189356071530],[7138803987555582353, 7361156979973493214, 1329502733054665, 5776911366472749781, 4775160543829630702, 4432261636467912486],[7571365798057508256, 889262479975543771, 5041685566109029829, 8957949827662646879, 6661895904620856768, 5121000831989470673],[627218894600083195, 6498096443952180438, 5402879406663996231, 2238536404016336874, 1763976255003796455, 2534563338860171743],[2397795020726418526, 3435839901603106819, 5040691715314526354, 6103814823803450437, 5345953769600538313, 4341729260692436261]]"
values_66,4,"{7899773880126153556, 5933696186839492915, 9124434342137654147, 3172579411088625168","[[1861316255644648828, 5215226383471467194, 5738478703988285926, 7513959010119048957],[3947068857519276790, 7666332264290622985, 8923030758795459233, 4906349359680809968],[3093545834082385805, 8379843715631473667, 5192931078504416806, 6685948824581034939],[6627861990120077892, 7792266491031299854, 1718504540468685237, 5449627468657648519]]","[[8478771370890159415, 7694704070832569899, 2645083452957750699, 1336520931443320560],[1870348572130721664, 6514184078260147382, 3155367349519189356, 4239500368441469361],[7144633204232803675, 1520283455561382964, 5910317699580020334, 7455563512286541466],[6118265297574901394, 2475363685699241927, 4940304996090393252, 8999337193891895095]]"
values_65,7,"{7971723159755342458, 5599626883274219066, 339264610079909448, 8599170119501690409, 6794463739718862997, 6113556725998035235, 3757774416586187975","[[1880261193464815311, 8467632156730588014, 669442904836578623, 1493161974556179843, 1544656878416546212, 507672708389381256, 7315157722304349516],[5130806665285550722, 1974416182744928799, 4687415453110601035, 4436647728153098878, 2504906448579600410, 7695808928839040691, 6384136393185803917],[3556074839672002966, 8644597915152264034, 6841863662869554488, 4684264023682082549, 1941162114026961598, 1390699797680533744, 8299009198784005935],[6309001396780621550, 585550961999452061, 5720976176390639835, 3669884612926829340, 689133947148810039, 616357746428699191, 4407068806903951975],[4752892964322304801, 7034007961555101686, 2557410125651232888, 2757591187046010612, 5091148234973798499, 642312187836131863, 1503669914755337458],[171299213500554884, 6212761726278589248, 1939186467143413471, 1939077628730800799, 6966329457281185040, 1233875330074799735, 280792683632678564],[1093899292430762981, 7157171449400775168, 73843344275299648, 3093717478008102746, 7347247010295635432, 8434353474680883742, 6973974217975705252]]","[[8672829600722177493, 5418344671265228597, 3183116957171926467, 3701660650175574162, 3032574748591345790, 7369747541492698741, 2705475162891874079],[4521383312905771971, 6832073940229966934, 5567346959977647686, 5854850525174506085, 7959586987370129603, 4300923127720363050, 5367291038638051784],[822460281879365339, 7609210763873170273, 3220878458294163380, 2592217777977893949, 4199956527523183372, 1170377541972174390, 1666492825983171734],[7294852260288021162, 1357815023362654313, 7999384474902389501, 5447192050776540130, 283202235084391314, 3690446518000467787, 4625471983302441245],[5950982093734718697, 5237980235618558275, 600289514533340428, 2482830404277713389, 2725418500852928384, 873097069630080269, 326795094412597049],[4898001854451011392, 6821982100624681540, 8309504447517541121, 676699608582943661, 1932108111761442014, 4379141831001267583, 1995202128935471228],[1620346567369629938, 3473649302544111674, 4211003821084586932, 6823124182215045821, 88520458487357618, 2943305479680538246, 4569031946143666]]"
values_62,4,"{5460976809182898776, 602563546254130821, 2474503127930501149, 6694795821304051719","[[2891202875063055938, 6673625597965641429, 8363214340956929504, 8184982458999400608],[318358523352435575, 3497612773922480891, 763353098784534410, 7809934529154437674],[3721620787131859912, 8514459417720286198, 7073300297084999622, 3017809408710137911],[4107312115205903020, 7362157105485478595, 2098610345337286524, 2339553445673880766]]","[[7242119199379558121, 256077848375905164, 7410451169520824567, 1537105183605036044],[3150803206640765303, 5381524235748839536, 5364595955349234318, 1815654905945478674],[8692369997993284210, 8722116185676433046, 4159916774456959313, 7217760571230063212],[6821259363018159116, 6533400648544422870, 8265196057060126327, 5806133743750807735]]"
values_21,2,"{8941311523099974352, 6803263981335264696","[[235261861048863610, 3924766409925016361],[3162739123783954230, 3629136896847501214]]","[[6446431681597803568, 7352718542732476157],[8309286510405417443, 5338593657612097610]]"
values_95,3,"{3739654085366918235, 6924257833531403840, 1083368219505819257","[[3117722214228263536, 6111759510185476959, 3717164971329959151],[8201345735596356945, 8569533359834177500, 1773224204647242965],[595584055825678867, 3880612154782412594, 1205208896223867151]]","[[468981788157601749, 4933492772435480406, 7930868061526497496],[884014727417110485, 642706989702105786, 6655620504467927664],[8094636014251691875, 5764485340009575828, 169627945544166689]]"
values_84,2,"{4555831772508507227, 7673442945167576768","[[2709338604417202725, 898680645076116301],[2428187713046762715, 7402601057008863711]]","[[8231947104535567998, 2652516189720377894],[7460213320757331161, 690266291922580542]]"
values_58,3,"{274891583583036366, 1697287025671828660, 4507680676360194595","[[9121201280361790145, 8536948725822646271, 6858268911690778964],[9059147668673412717, 8654550134036719842, 2036233798922002841],[7181826483623243117, 2690659799179352180, 6376635493351822680]]","[[1546208751260613602, 4632229009602793130, 3955581317375303399],[7195525472747549549, 9126176251374829208, 1510233363153741176],[2549374392079001018, 3589372743919202239, 7368360390358327630]]"
values_64,3,"{8736335590871239061, 3292999569854114271, 2688449339849701038","[[3474448064917357888, 3616195870688360969, 5683397403300440616],[2241389824246068883, 2375361247131893637, 8974222342311757190],[2834028017091180345, 4010762264712246545, 752544068189919679]]","[[5451941914189767276, 676760815384649549, 822428948301131423],[355351114199671386, 2805114012774423307, 4223025332603724468],[654366935353720275, 1501946644175431596, 5816217866577768651]]"
values_83,4,"{2253752893751453046, 7504523716759300594, 2745119644831668792, 7551064112890352304","[[2949186390580455815, 7297667417483372589, 5108778927461331223, 8979559473039204439],[2958227009179915886, 4671509911439546805, 2474383930887799376, 114246654960697186],[537887640176079732, 160334849287074699, 7940450753526842872, 1342750162980711368],[4674204439994173307, 3697468467359169354, 7260625820912958901, 8757512222921654978]]","[[3638520517684858643, 5293815094034096555, 876164137016429498, 1237250241054716266],[993971814442826306, 7753892618848467561, 1785541221624261467, 7572562736670833968],[4622401223653926451, 4048694370026668356, 7371601537228736894, 8242992578450152775],[7989959397118279364, 2280682788307722062, 7198719241529986683, 5932926511819750752]]"
values_94,7,"{8201230699302186774, 3570121209948578107, 1139852326231315295, 5340271124395284186, 6416529067650749902, 1388249218271447300, 3993616215247483177","[[500135229953267328, 8066480966808770483, 4777175735167777066, 8424456840594660419, 8427942615767110065, 5989236476370296884, 6942005137799012615],[1189936953605276417, 1281938129034053126, 6777364031887373349, 1335908250004288359, 4869638442758573584, 5571522315478861786, 8550510147006046643],[2219583644635311946, 2686788494357447249, 3794828959725483266, 6866832657200553749, 667167441213228592, 5935462937405716668, 6788074746810010894],[6035739135075509890, 3515286612060929726, 416076512770676814, 5722177936795264263, 5350906424471619621, 780230183803669619, 2542294462079017107],[8583103515556300042, 2340963157867932832, 1496258714492896733, 6839590752994732129, 2338650788641390264, 2480848703418696684, 7291194407812753001],[7829402040576828845, 1942039594108249555, 7981336595972623095, 5182337827742248309, 7519333092572306247, 5896377403968943580, 1281352086007443754],[4057749037008920185, 4573760090672382787, 674837805836208076, 6574310352283120420, 2375425745887367812, 419549275348453981, 344295895825182197]]","[[4572572336535775862, 5283114241049316151, 942252721416328220, 4286687651248157402, 3274538126663379930, 7665563835109481085, 3733301322479201939],[8955782067817195420, 4873722109267942646, 5732916258004620882, 5714914477000601925, 6137264119416984697, 374731833041389957, 884151724217237358],[8670195005939861601, 4109247929715174652, 3334893476121930599, 2049163925389251922, 9023875993586522447, 1783490305784726241, 3478012166109095375],[5133280640148308780, 3101229501580969610, 345965201535897783, 4697796952781860265, 7661821123681845377, 947941164783798845, 2124706870860718203],[8615267876030880724, 78632729834753441, 3606559785501692100, 7432970963318647039, 1688700752573708838, 832326037644663731, 8350080065540128386],[140516590337653997, 5785240072727894218, 5930363526145099688, 7111848193726612553, 1746683226455888131, 7867389621007020249, 1312246246299337556],[3246202054790508542, 1965504223517754031, 2007236086054834275, 4122026198833507090, 4403544587467129120, 1977267195805064031, 5791813377926034058]]"
values_0,3,"{1954785910364464319, 3880472780539629235, 7511972493650535292","[[8940748167664371810, 2419548107433893894, 7072837403472796422],[8479012723098054051, 839331554988410184, 1055210400355875884],[36893027399943771, 7100913016739895392, 1153517800731809144]]","[[6912246611292132274, 1981113805042766999, 2707111202389215218],[5283543467442824463, 8956091264550661684, 7284113956107223249],[2887512581238903864, 991563663907591674, 8590948573377797321]]"
