inputName,size,available[size],allocated[size][size],max[size][size]
values_24,9,"{1935158591601120056, 3140809121759634526, 7828914786809429777, 7800955582780938927, 6110520180774279763, 3581115443113986598, 4761732782211191717, 1139562267990204735, 4782442444661604828","[[8763490306177430727, 2796299855695086634, 7993249365835487142, 3590235762691758491, 5253452297358501879, 7978099692267720189, 2166868843978368252, 1366241747418717502, 6471344921624949000],[3032702087594275131, 7526456632787762173, 7154099459732920587, 8654070474863751579, 8174331764098858526, 8648508533714577992, 122065393860411438, 2266890046066693983, 1335160910141012023],[4786382498469914149, 2822053728380746869, 6304263661234050204, 2531728285834567564, 2297363695081290726, 5590956639958651103, 2293192804684105654, 4068644016865896526, 9006399911139161141],[5589920389265132535, 122406162550472670, 5129582844233259170, 5821513486141353130, 4452414720675527568, 5706176472306417806, 6060009450661877431, 6999742787577654457, 8390302400676390751],[1285308706792787284, 7992819384846756239, 4030172193112215278, 4439341020199498096, 9142335414433422101, 6139635500695463781, 8884095204138412586, 6037393161642241732, 1993020223600642638],[956351593336668329, 3598795887752908464, 3204629169552555852, 241557333897166867, 7245197815565525312, 465192064725287961, 5337131129079176629, 6906399480330330858, 2149418510870469888],[206021491373077884, 7868414201521791683, 1426957008206725598, 1123020204308193457, 1121401528713981088, 7633601379075016613, 6041409589415857101, 4470407349118212830, 5329159087628583491],[4925242061614245512, 229079969342583625, 4052250239716400673, 4544739661076557969, 7132722980809889447, 2752077324461062458, 7035825369122165809, 2888252842946097095, 8112031537861668846],[4147476151139470405, 1740986403310440040, 3905347328201314385, 3597586241317185444, 712335667191289898, 481030489250741307, 3720421056357227569, 7284154916189782069, 6060279845910442138]]","[[700254846675233640, 1579180435874647271, 1786574433991845263, 1726934665421713287, 1493349865684581887, 6468399254992418543, 2998615594114147322, 7195136972355558361, 5343875597003744246],[2093324915675089077, 6382538171888523981, 214167426988487266, 8125693283217431085, 5011198233830790503, 3186643145619480077, 5205843530327193544, 836504432780267675, 8955657277265796187],[4497848363027083325, 5508788789737043140, 7198860444795629367, 2526162722883217713, 5271668937954652223, 32877059496648672, 5408893804741826176, 6963103809739484501, 2578114141023322749],[6948194258390087085, 3434914407585417528, 4898199176480957811, 6378961192939154008, 4355275320884498787, 8242105213267012516, 5211561026247730623, 1439277714177385957, 3738505193852649295],[3295419249140545370, 8776457860757660768, 5725327284744607227, 725919433955028787, 5003306842004862368, 6626576624212538372, 1714149457801624335, 83387327065691817, 7089698764532862160],[4354111050796087858, 4629969553404207418, 7230750455240204866, 1655463499505894981, 4804940270217294243, 2004570604119987779, 1533837398071350847, 3327788365034830578, 3964623587454655645],[1142900093208319591, 7357858519285867296, 4239636128840713730, 7258878791754528838, 3870946985606776132, 3226238507051061061, 1607150982424788109, 3323795678776184612, 5707112342959687276],[2925456885610677931, 7310560250984551123, 2321373111694656628, 533517018389831926, 3662623935265884896, 992115059253488912, 6108701903932368279, 3481976988524132108, 4327065642177315663],[5975338919458051436, 6763362421725488202, 6131752677970599299, 1842281127988000919, 5714653998968744888, 8417780461512210366, 1470861533910222012, 7112329601558083989, 8991205784630248345]]"
values_25,9,"{9069872824174118673, 7387923559865730002, 8471177531652784362, 5010060037557630106, 8306068432367755873, 2355587533454251107, 3975104979310837443, 7695723001494279125, 2328628405690439379","[[9145934329661741925, 4625053928263868103, 8141438785691881318, 1386586884596197412, 8470794574956236366, 8380259369041983483, 4845174321966599817, 8412121272911670686, 8301724201745767267],[5989074747136388507, 4203275565530607114, 5914693810667763974, 3666517678029744145, 7764804431542557537, 111512263103125583, 6547198485157257940, 7015806768480939758, 8469893518466974177],[7038989711025146890, 6350638030589254202, 6694554582033702782, 7384583043917337, 6567249795998572025, 2437083176803667222, 5993065639951597721, 6122348194074913523, 2698587396011119729],[9067004197130344370, 3797197995450184522, 2629819843781970999, 3252357092332618542, 9176150581391112528, 4072759173931221652, 264086832962757948, 3470865609998432214, 2999553025882271461],[1234539409267675662, 6743771147156893737, 8043537519258871071, 9218091562617731944, 2984207529472899736, 1151836849327307648, 6926236800222755562, 1380804490035610772, 1092476001105464330],[7369289972324630890, 4977237290260515918, 2054251342046863655, 2560968560117703790, 6972859562770930744, 5307419157870951132, 8874204987363363190, 3358535179751678483, 4362966946039294772],[4542593951493548201, 6265398402472167789, 917967601334343863, 563238128137035388, 6816445018131202806, 1281170298285648727, 758966836859991617, 179414359501570633, 1734425415360082625],[4689150586298971365, 6596115807571990602, 5809386536620292539, 1184802705413785525, 9096549808368801228, 7643280857504839059, 2189986610962927779, 956677541155602861, 3729469862497468362],[1355948876737894682, 9072303922600888331, 939602943173954777, 1770776058786181720, 7956614595497091044, 3198434215968987870, 192872309116757003, 2712290445751805960, 4078147247765709572]]","[[7723487937662968780, 6012004055019925231, 6518042231801174189, 2393065838383083597, 7734352801575715824, 7204321529140791610, 4729713636869632945, 3284853791429410461, 2343739043162145878],[6324521306043471932, 8622364154674157358, 3692129622836757025, 8275177190993712620, 7201149821251438241, 55277422853136446, 6776427031625851469, 3178583780909740559, 4676193871097908847],[2122092485215717053, 3084600154161590125, 1330525406525842029, 2124214696042517127, 4667023749315336736, 6459829704330109496, 8846149869730968584, 7251609068005961691, 4434988450971008810],[4011713827119820452, 7093890200248072228, 1402118213585695823, 8382693063751306897, 4572318451900759971, 3109537802036438892, 2366510445138486417, 8357833015273597766, 2087037113133455672],[8673679733680919381, 4001599954797499448, 5556308160268687584, 9068634289349791344, 4007372814917452824, 8631997742517846598, 2736870079894265853, 8277749857927547390, 8286479804102029826],[3797460332984236224, 2745452407561773696, 7164593323313247659, 7061222944192135526, 5772322666821247951, 7503418074378109902, 5699830643666814210, 7143133577399095527, 8130615649088727810],[8264299064269039743, 1657986174495759743, 8464785088475793356, 5969998249460029432, 4949116912985987563, 3433484876486676459, 2564137842676458705, 1563982780255556842, 3712397165837558451],[8435632355089776954, 5028244747262339130, 5722811705590668597, 8443908742190570597, 6838401894422240659, 8626243903325466317, 1279186766838124966, 7036291297768525288, 4447199160134081862],[8822665483811509664, 2018970566662040949, 151308279570769327, 7879382844656915452, 3132078217855929070, 5560094518212538820, 2191511436493189458, 8869905641307277144, 5503099160749360246]]"
values_26,2,"{1548165822967867823, 6509931173805150813","[[8616886495222536627, 1562731785718897032],[1484073934774870574, 5959891451389009775]]","[[2531507110680642478, 1439287070420501669],[1112582379405665182, 2113730536886604992]]"
values_48,5,"{2607916476330758542, 1947047670604435142, 2556932759160697313, 1451882583268314192, 7065489832323425939","[[9168927698347176351, 864056491298289681, 5136880115593917888, 5429438760525166635, 6772607020349919082],[5421279051756465732, 3089647164904243251, 2793925030465132655, 850774096522929002, 771491565908922916],[7068593119329994140, 1715306884398242842, 2593503800844124387, 2569259567656309565, 1440845159827460961],[5699573070422112676, 3153711089828042037, 6527179817636668329, 7469442752265949752, 3395217057222490861],[2235311619026101476, 7251933696110725630, 3730108065024858988, 1060134252186167400, 523278736684558693]]","[[8417043299602366752, 3965154479256986555, 1207747935771093554, 3323853468908012729, 3645908655733395881],[1781222505828410789, 3954348542617533051, 5667216780123350310, 7545196375660717405, 1088549877173657052],[3146544688762837258, 1619600825848152606, 935049324979596290, 7672053733935518949, 829271521247792062],[4064874025099745024, 998884093220636876, 6639231974441929360, 7232258598703542525, 4674684150216463625],[7253845556571513915, 538990538626290353, 123934993026350644, 5232417001259426286, 7229500164802567282]]"
values_71,4,"{1217937369467686491, 4030847942312517588, 7932717363477185730, 9154829689653489236","[[2091350781185457262, 838930392021262979, 5773578950983652708, 7750190636913173430],[4655337093342345521, 3652304057970421264, 2401404479714320967, 6491902208781474025],[4556470725001463031, 3787437523281665065, 1524385820510718214, 8736206026005601373],[7028308867454983999, 2845792991214919552, 7896371343804775100, 3691023427026266082]]","[[2794073462709976223, 2803424710736385797, 6605154647915057061, 2145728694237910327],[5613921043546092192, 5335097452147399024, 7088058821921975824, 7671322183944630520],[1251751277351286775, 350787704215947439, 1079427072847262999, 6452653833503914556],[1605363319876370356, 107939706137109015, 2836984338614263363, 4423355565203911250]]"
values_76,7,"{6637104130977875332, 2228154321639852194, 62041633246292178, 2071625301933480595, 4078680869838791880, 6232460085805463370, 5169545961836304929","[[3479922582324652054, 8103870616587724794, 4004198132139366828, 3780140132141139846, 3400046262066526352, 1869052089033543178, 4020387618654935347],[8470180825750901584, 73223294916502101, 9045811794640834380, 5529881187660478865, 341418844882774921, 7309700549847255360, 5492139259912785763],[8238794922385084174, 4326571002612831837, 860114333671864883, 5443161330302349073, 3354364139006336186, 4285104970792284053, 4363536326197543940],[2265564133489878415, 6945908515253429087, 7169835823931355386, 5979899114706649018, 8519897465185725095, 7884600234899289260, 653651692087897210],[6305564936778927327, 2744726165924847395, 6993939652214923284, 1065399968533767434, 6492130261304883939, 5663852968635186450, 7260372126426792868],[5768305477925174102, 8279238984392606623, 3415541943131405325, 8092738747811600430, 3898151229701101186, 2058567096277982649, 1727594366719711466],[6367643698597888575, 3881005053901538701, 4456995112693086490, 5672119148019194709, 9205012584871586265, 49485431038746187, 7116663627659550561]]","[[514151755822004811, 7364898630780158357, 8620448239355653238, 2270795931725893049, 2964688803932851005, 4078059567697555270, 3151779780204931832],[924580447668850312, 1084202506268992589, 1374631955510110639, 6209667442923199522, 6387650614968833255, 1922054368999532638, 1834040281723303812],[9042467833755821785, 9003106352128348796, 7715470884286157029, 3457571658905330454, 4114440926918393305, 216664528837495184, 8043259903860056658],[1197919978149778966, 6989533561201338722, 2228806321740020915, 3341479974414264210, 194678353989096113, 2197920509518589863, 6976586385099388415],[6443249250612440733, 2433472566760469454, 7583809337664300526, 6468177742115110219, 5825702959555780478, 1655447277330940529, 7848133808552119835],[1013384528760563604, 5206566204537885606, 5652916470310472429, 7583984971454504693, 3486992018498173876, 6958702076812559331, 1798707629243735119],[7878594578353722938, 9002387785325378146, 1409311956726431114, 5330962636449993466, 654750809383996758, 7656654310770529187, 5203237777417047895]]"
values_7,7,"{2997194735584285088, 4223089495181507765, 8365662333843381152, 2944119238632611222, 2803014061958515543, 4449424356863341012, 523406225329953371","[[3843555571758672202, 8645337451971667676, 952146329794009691, 6624572822605899624, 5669041748705421826, 4953420171825989155, 292577148092728256],[6022368743713662300, 865923199249578423, 1309083841372505928, 6945971465319716609, 2736027542317281686, 1935331541660465649, 1275279644662760221],[4993505890221601376, 132174421210182329, 4984276982198244037, 3931375853670990569, 4047169790594302905, 2907726934220162659, 7546512649312845005],[5474692663624874091, 7990351411289259434, 510040007065845756, 6590074165939183161, 8043344735522255840, 7557369013615510801, 4499347490455263963],[1376922401470539154, 9106352092053847628, 6142646080950128027, 4056403975458944987, 8519001347438556810, 2805519288115656551, 1018406536179982236],[4337475763564534910, 7070655268719425774, 6171874283700721231, 7827948701147301928, 2212812547797765323, 1032532489585758102, 7303894383106079882],[7485211222510566809, 8887517991854266591, 1476389083214770697, 4015371167382463569, 7632386630901811498, 7292417840264605551, 7665261928369500428]]","[[5466806112466819918, 3495646488063429494, 3427933562873130306, 1582453059956053195, 5542640507111248157, 5233374166750423574, 6044204412499748517],[3116154154950385578, 1817128161229918886, 1853210116619747526, 8684100748241042203, 3705815457896485355, 569358505680104278, 5012849595652721293],[8537895265907025583, 1731508206516656741, 458537613126441150, 4276054209123025001, 1571765626022764075, 4761177493372317213, 4882322792942464547],[3531303520624167596, 3029457578031062257, 377944535233172661, 4809653240362890952, 6272604199130579289, 589141425362610795, 8673194367454259236],[7734063839225893286, 4311447600074891086, 4488556370313460334, 1848395380904616279, 1491266724710742716, 1929079296206227017, 8288900487917828228],[6869333907151421242, 664019077473921228, 4889195591811480000, 1531699348978605122, 6689627817877905405, 6986250234316706456, 2813428058720669101],[1704663007401244002, 290167759549489865, 8246781834128442242, 3668474200805237797, 2499721105602073019, 8392649779471355316, 952745822333286319]]"
values_50,3,"{528304244752254198, 6716323226229427867, 8031348787276349634","[[998446519499862359, 5323245076052877076, 6955882043234571360],[6583695837372023810, 2911032758774588762, 3898809296928954838],[8250135177697733123, 7728202249550485159, 2059852746878017145]]","[[8494530283455446957, 4348549559484320454, 1625282867411361206],[5600059931036662956, 5497483853496011435, 6408601379270223207],[8155782524925769182, 6023772353324321779, 118757830694183734]]"
values_22,3,"{7432765970134682297, 8264423495237115743, 8867086708948643084","[[313809217053302603, 1222975285991423512, 8998314011063873966],[4521585415364321578, 6883052103070948856, 5468926288598756693],[6138633978346947151, 6258823758516899987, 1890298951802592188]]","[[2071219645039760475, 6162407850857986552, 5769342430354729840],[205509036076876387, 598963559715203099, 7831549635690996558],[1216832324594918619, 2353807481407956082, 7862886989028912933]]"
values_4,6,"{3705819244227918328, 624580192520680807, 6913223839698667966, 1141867594173019603, 2542677773759584369, 7441746544562990615","[[6019016233650340677, 639723957832666992, 7907503483669245777, 4302408728028457139, 344098118537741067, 9061413782166829230],[1945172058856083668, 5825936171739900415, 3222005157641979421, 4989853201877186116, 8670335658421351923, 80656621853951259],[3242998066245220120, 4889103408552858024, 5113475500924794180, 1844241469067258612, 4872095904705420344, 4292316997781215407],[6284760227012694331, 5263909044729333715, 3869513630022956303, 7262796714758541179, 2732816412248968653, 8682163023129024976],[8136316617240757299, 5135323717439389236, 224954963436216932, 3677637681841412004, 5324049853490276218, 2533353343946707862],[546339032944313364, 889421036081658754, 331051388649746472, 5686724652352299567, 7632567171700498309, 7639640661520961949]]","[[6968970409276619650, 3346214195796239886, 4908691593195786188, 1641361362844390912, 7775988532021019153, 2548608772015154226],[97976991988922811, 4999516171553840900, 466348614333613211, 1009888219315934744, 3165664736619199035, 3510580987596681568],[5783186658900374724, 4049202478902001598, 7199973092907028760, 7140633711153651550, 5159132262721284912, 3526027503318886141],[1763193239297276055, 6085255778578844402, 2383200847749674308, 1856954783007461335, 8336250083744000316, 7386332490958658244],[7926195068392287160, 6055508996924697089, 9042405327406453226, 2370358800663169762, 3221202126741012219, 3073861785482673389],[5742112638739057544, 3843662912011170589, 833300258659305376, 4881461880303523986, 4884560921886480797, 2800596497917259029]]"
values_32,4,"{7728887664732925667, 5390419543588345971, 1418246186324039100, 4221548700218249956","[[4290416441642952127, 3439619798404814953, 4792751263341168116, 6216661711301865946],[663297461539355002, 4850302058015715022, 354670221715261960, 4612789857286467183],[1003220918019780442, 4264871494050072208, 6154921053210660483, 7567537698463980614],[7802992407604571706, 3369155100653509309, 1660614760868714649, 8127954446052146784]]","[[3218604494497420138, 6424685312845854093, 5736254177359194230, 418601632982249143],[2176031963631978933, 982144007833638253, 3026241125306948106, 6224489201596290855],[8564081525785277778, 1519205189836304913, 7068659754939056144, 1865217391277460267],[1342248003307821643, 3550692115024349533, 2247048460908409182, 9180924948228664288]]"
values_77,9,"{6071415978616082182, 7847363955324107893, 7917074724624534357, 7964459034097625720, 4695849608163475573, 6953006087696618487, 7712669986163143361, 6236605598569471554, 2263297920540142203","[[1215009176777628519, 3273913668637840525, 3247438140208626242, 174909797584701136, 730922504192389518, 8613576543170405580, 1733978782243494123, 3825201453097691498, 383478482251490906],[6481106095383613769, 8374820630234932094, 8888753848432632993, 7916761622780395726, 3871820869881583793, 875002643937551638, 2846093080324638523, 6481242298786957187, 2004022722594978502],[3910068647901551780, 6576603767917649137, 7398865273015608115, 2026026925773371376, 6469487801825805170, 2120649142819159894, 4780273354157256564, 3393193091992404040, 866792212003072498],[3336679508534326796, 5247934240955964137, 4454589718885523790, 5347599304661427884, 3127924112958590732, 6507665674895728419, 6272771882048904558, 8489047573248141546, 3301918484272936562],[2434159947042982705, 4561315112706918959, 4385403506083704844, 3468727569145491852, 3566367272838919746, 3300790246745399247, 1535303548856130829, 924285855558262883, 8904983868729073587],[6824470390809447011, 7985814262971389156, 7248487127707603046, 6606230502151148210, 4317208108823878310, 827048407825287636, 2220397367897513880, 5855830678168108364, 6799865491069630043],[4642139704445369452, 8944034906775039027, 6568162958098236647, 4557379882750308201, 4196467184479335886, 1835558846896529402, 3852152829070532521, 9193725239091186030, 5235650370656569106],[5466446709538670056, 2504546180586082172, 5196504390255278312, 719941575224436465, 4001093559802700769, 1636857878419713308, 1268933364163545081, 4653932995430611325, 5676445202195609876],[7574915265894384603, 6900614142787163757, 6197078665550773704, 3980082222876709164, 999785733658782585, 8502693443562872851, 4377457746220407105, 4673334613988592908, 5641629650016593365]]","[[4435154048220061339, 3437899861477657215, 3973514160660150219, 4140295455612465317, 3759751798285413163, 2547688750173145387, 2089139155064270904, 9192314532651747329, 8641034338150128465],[2598929450506530646, 5335279334737345038, 75578059136410693, 6651649624442950428, 6445873096768608118, 6963456778575325463, 4862599705787972813, 776183112087332879, 8021502810643468515],[1877001029106463165, 6079222442734299777, 4044551136353849543, 9024074286141266617, 3614580655355415730, 4639586090232827735, 5255413685488842059, 8317616745134580616, 5552259080331853053],[1864619917562450612, 4689402490298022976, 6844309101452185069, 2178555772560712629, 7979926907053034783, 4180020704420886214, 8035372126151768708, 5572763342873065186, 8017656071709884247],[5079384256594123778, 4320462990256347801, 7982869337199824782, 6517809792046320835, 4500642187928873672, 4798349625202049662, 4731978016962970287, 4668277851639885926, 5805911457181775287],[9072342372087168037, 6111834294737749865, 2561316638307253178, 7778439334112385847, 3098776815152094844, 8641654341945785391, 512277234508343576, 6874529849583193228, 636902866378001170],[4146970603639639366, 6384265175067473801, 8607157392642802548, 2048658176629546309, 9066979736100300344, 1962068608225623845, 4093439758050769882, 4719375207056738759, 2555576872858901603],[1188457529697311625, 9004544034005280477, 4771460679205974592, 5641731259975003761, 3045752681016497209, 6154197453054106696, 6969922515877758995, 1994010037607192181, 1753485206910151225],[4680277374228767120, 994481320038748583, 431699309923131757, 5909519240189657722, 6003019801373322110, 1122588504122372914, 1436303766487412990, 1556297511702184448, 696411645050598526]]"
values_91,8,"{8936606811959456855, 9018621554141224190, 8706545020931634193, 5039841553130923078, 7791273661380855275, 8745784174865520134, 644940503366141462, 4663762435560153384","[[3876197342976159805, 5069086093682442870, 1465360290113372323, 826608425450736386, 9218211197989381091, 8874518677241089765, 2130268208207173270, 7975871796533706507],[3868320150947238384, 1174009542543039505, 4973452266620952762, 5298599365391469282, 5587669019718072251, 169835565512005672, 8449685387775599665, 410055161628199066],[3651390880061512737, 3083463648758733125, 7288640546404176048, 3166405026606641793, 4143821436087501743, 6077373657204026680, 7191422870081569031, 8549411797765147337],[2510798405542210060, 1596968508960928372, 227426855752510948, 7717406824856685692, 1612186419470409390, 7242522872312416676, 1771107607169910341, 1967368643577877108],[2561861207626574862, 7144505307804446410, 2720829089649841050, 2198997221726815326, 5683314062478946041, 6692593231668360935, 489457630858648757, 9045932603908948648],[5759825906777271970, 8801274493139742916, 4703189455088387816, 4554865675132122085, 2028724102546656731, 2542060334345629802, 5366759040440606109, 4713811513449444974],[307282402132605870, 1903769398329193081, 2629332217609649079, 8128776172067549912, 6534498839794601871, 7930100722660044327, 5809362455476862339, 4192489591737817026],[4610565316132253229, 259340916876440332, 5552896693295601580, 8547646913885527087, 4365756497640130083, 7977755012141700127, 1158762566180080098, 5151755196894659864]]","[[8429409065044573886, 5561814035211148150, 7382610870054101174, 5164525142221362189, 1753191643105101072, 4614099907879576017, 8370511041699118989, 4575910231512663766],[6458899463633135031, 4773028890473986351, 9168800072952937900, 4220555878955984331, 6426383498412147723, 6087720881213144924, 1340527018839421367, 2368144974431580492],[7646038769796472710, 5537990363921004972, 528644345174999423, 8906667186428940331, 753250038084195639, 9161953842312110573, 8480646556887330131, 1047228634339537488],[546424656684546516, 733099258662783330, 4994672092599976494, 5899915915359356391, 6944103051702063367, 5686178123179103302, 4101113341706696696, 494330344303538755],[935512388916635339, 4702163830745443320, 7371775963763042471, 4737712280132283332, 6164328099573493420, 5417719421137339934, 4326924786372355920, 9081488566774512381],[472022889093938136, 3297921922572498025, 8968631356241775971, 9027768319898448249, 1110293130898528079, 7967478082419783435, 8863189813761082982, 399630211847931811],[2766769739793168952, 969919229188312238, 736089449758723374, 1926363516794740031, 8592214356428994780, 3845895987254260458, 3653705000616537500, 605641132347862911],[2860898684461861452, 3544354114642389695, 2514341338933807295, 6133308952249654294, 7586603565035371689, 4431612452166167425, 6288372524272619881, 3433781466338929586]]"
values_42,2,"{1638767449226389843, 1700338366035969375","[[3959095191030215067, 5687272611015016911],[2883660724282227538, 8315603860591965648]]","[[3249844599679385256, 5384682973955701715],[5827536498139961619, 8478731812078304195]]"
values_13,9,"{1900603551212760862, 487357362163590612, 829688344981991209, 8475025035518861116, 6992275485996828886, 7206650294603500472, 2428184421071988358, 6455101120917304933, 730785379262145159","[[4201387092185667099, 2024028883890464028, 4123280394579059333, 7777329878374001917, 1432954581677558456, 5285339671171477315, 6544723333602017945, 8557042921454628295, 4544901860933238920],[8226962095994308116, 5950407252651032850, 2993271710703672920, 4412878363665635035, 2013144012066818530, 2770542070320217557, 7530223764110910414, 9039854555849660645, 5138707391549025916],[3512056170197134055, 6496961484352890712, 4116563856011860055, 1463449533973174421, 1486050390522764272, 4985599823844734800, 5379924224444760970, 1990785501759060805, 1442752577383664615],[285358301522554307, 8309069058054201112, 8735713145175465870, 6494752968073010902, 6610646926986786832, 2776606221543725509, 3291102298393290708, 3154785387416917810, 1293458575109829117],[1689248676683983607, 8580672934339703234, 6478113722710658859, 122902374705044027, 2984076059710663454, 7528008769539613551, 6733635651343280261, 2252018566499598022, 2598864034428549334],[5461735315307687234, 5754653819284886129, 3154338169326879396, 2323656942221427112, 2108679606560833240, 647589411042426964, 2528712882003935430, 1230887918837002104, 957933019029946054],[2078356332062809538, 6908093005482568527, 7277438713116385924, 5980629121503606354, 755182046552397198, 3196750049911135078, 8340776844841450376, 1656928143477184877, 8162917893632522555],[4231772518581981615, 5588361866541767690, 5789841232244904697, 2053509988277100865, 4409156797253862452, 2547430473035937700, 8087452254277537044, 7043533312224056393, 4070214002694961198],[2073913322687253318, 9025286230615676724, 7983097511624220121, 7972822774657998636, 5928346676952827729, 9063630165500208369, 1331749419459658587, 8560082960052516114, 2411464448468785490]]","[[6713304048053986212, 6653036541769750799, 9014670872395635813, 1440446001520735930, 6267755063756749391, 5043559851480898936, 2111930075703871535, 2803101865211246582, 8162915539829398781],[4948259295106959990, 1170334231829268109, 7355471222220575536, 4718781751049761168, 8173171956655747124, 7693136836677466743, 3317742413938153190, 6725779920612697837, 7924106713824016803],[5587364850443957592, 2113813407950110846, 214698434371813312, 2111778996578379140, 8160936838857108237, 4854666612724952874, 3154674794353351761, 5283661412730806890, 5228363180428225615],[3196984914925902251, 5736003358024941892, 344910615729737312, 2019701682263033564, 8539315226246684301, 6863560512081020757, 6396736084451265625, 8171523603012414880, 8124299386401591505],[6781981340539038327, 6006628101564061736, 4150142745850786508, 1352360791851658068, 5434871886004276520, 8215949155388011175, 1479091631338592333, 4933469251830111294, 6587271683142224171],[4449887347081390128, 6296334950024554200, 8885397962721553638, 6936943463513257564, 9165155907402092268, 6538378013436872903, 2913040649214320907, 7560896997744986005, 591830882192599975],[8628023982633304634, 5487116139669517783, 7118425250781695776, 35663281732666242, 986439148047847153, 9193398307177843667, 101220694722583955, 673364666456404301, 214922891370754486],[134241961762605621, 4486441742086798626, 3000996989538484824, 368321198895082740, 5211517821737210672, 8696543153019635122, 7885057726748803567, 1000673874533215857, 5715885809462429654],[4974738602745626283, 2991786281844336670, 8309829956615691637, 6952255449303594106, 8879160006626476836, 39026400918674208, 4111403894453012434, 2001352372335452226, 6873415880323401574]]"
values_41,9,"{5626701435670771727, 7265792027842975226, 6950163688045251862, 1588526133199266591, 7519363349350421717, 432402169368891006, 7570405714003202439, 2629190181724216935, 6035105682821616709","[[7560141759372949593, 6724952839041663747, 2916303561409965412, 3699330008227124720, 8015974278879697478, 2461926622758583070, 9021836829976505031, 4848597483452158621, 4726169153618319843],[6305663152518751935, 1026466635819427393, 1828024016241035200, 1582815454241219473, 6414162576749214485, 8837245569903923674, 8970027964124408413, 770577843894056579, 4251704806499758155],[8757130615920338225, 8360886191374588757, 1274620607109008846, 1940530567990861932, 286787742677516877, 1871059336822694311, 8694645578481038199, 1757278803958556216, 7238497569912704347],[1953558539315926218, 271158350257673499, 2197415474800522222, 1597531951409386282, 157328643915787212, 3325207157814745959, 4760610874927905156, 1608072919831764924, 7817112092487295172],[295712306366708625, 604051498712189458, 2531605026152058147, 845851213445921608, 8744266666895234652, 7268445817740216383, 4253497837937370052, 2656228034991509646, 9190702511294463114],[8829581702044722361, 922952535875582900, 3916308966426367100, 5484667941052432249, 6006274106014858510, 8235471904262938631, 918444038816211157, 4795078351280953208, 912389792297537581],[3566586600274917381, 6311798834539591357, 8424905489152341492, 84323346265315003, 3467512642218985537, 5248373095192093134, 7485662174704383872, 8356405679841039148, 711867190081691522],[5749547700537979009, 5123506114394603127, 2953008465070972829, 2559007770770381579, 1341453303136165806, 8687397442347424807, 8266832585000297735, 1675874420887364900, 7352412493172731380],[8886849818201681451, 5051723446881371931, 2279936249822861310, 6308070312752533322, 2235275772332081504, 3460000495944803787, 5219794359933996013, 7528379994380810276, 6411106968084498490]]","[[1427392825979165943, 890438289334443293, 2667308484387314380, 8771019763248997016, 8609254543489984656, 4720365120588772506, 6863945933740256387, 2914382384972929266, 4856982447613450766],[4640147030688790562, 5141009271602584135, 3827944118261816688, 3339784685915887324, 5271582503516895813, 4669726623249504573, 2345776230481854802, 4186868478888781773, 2979781740600076709],[141648982427695462, 5430096160483593638, 1528808181714176333, 6499484080013821462, 4953022406109898741, 7637025330796831729, 4538427971782561514, 7065694422908068426, 4086317784105535316],[8476932765265471170, 1029087398051524883, 5820120321011102587, 1030219486995551162, 4168606065728086751, 9145032955375549064, 1531993692176096239, 717579874922318686, 2429641501057969866],[2131602718350334587, 1942087306348031045, 6128087946179973344, 7858710434524739089, 3013016001692444387, 5781745665186779013, 847199749085460059, 3769514501141648744, 1946174605357435190],[2853653113334221195, 2956390047859608721, 3456936208802288038, 7627362198902985769, 8754715602741094078, 1361718308263840360, 3012448471077740486, 1283230244052573015, 1367075883106641519],[8626952982970054839, 18772974188295315, 325005651929252738, 2968978676685847667, 2830367997035400634, 1001998605911574329, 3193833314196550573, 2917862559338579984, 6479152931850461627],[3649488709665256268, 8112414783116619397, 9034547750026798718, 3884258984543710213, 8290222504794820582, 2364575977291724428, 8916449418376116130, 8124239633837030122, 8179384539893640336],[8676892512267383650, 6898295184768064682, 8895823802456461157, 3816809881849120101, 8115354721695880913, 6449983255816981298, 7652358698497073784, 318820812214540824, 8860138906457185474]]"
values_55,5,"{3526452947264856885, 4922414458366567247, 5950476274245908485, 7008230951286672423, 2612923668315085588","[[1327534051346383994, 7490598222687851470, 3446097403060639809, 4423186878646492748, 624556736097659071],[4781119154672984896, 8531634486404793139, 8571244140504397855, 6903734614848926759, 5242935109594341654],[2068116059766631990, 7316899610441283613, 7787607743254985409, 6109876770572922271, 2890117602127886746],[4355922874568945767, 9147605202985133276, 5521386657299883479, 5978032210521810192, 289185985588531662],[5939885379513549137, 1746658956652306854, 7477694943688173469, 8265887948028523812, 3997918958864387150]]","[[8056513902142392965, 1547490460482765696, 6794802474661532560, 3398731382997450880, 4826122458965477933],[204172815765694139, 4542385151937654275, 522429084268369760, 7948195927623816431, 3333884242719422967],[7197697974522160370, 8161653875415839364, 2155177318488855503, 322547787473079329, 8978246619363307264],[6505104686056706450, 941103855568025108, 6385951652159629914, 128137736077715486, 6217061030168527033],[4631277970135623477, 2844076318743343136, 2770915701541652195, 5508324523460621417, 747183322594665433]]"
